Date UTC,Tube #,CTD cast,Niskin,depth,comments.sampling,drop.sample,field.negative.type,extraction,comments.extraction,qubit.ng.ul,water.filtered.L,elution (ul),Zymo columns
7/27/19,981,60-4,5,150,,,,3/5/20,,,2.5,100,
7/27/19,982,60-4,6,150,,,,3/5/20,,,2.5,100,
7/27/19,983,60-4,7,100,ST,,,3/5/20,,,2.5,100,
7/27/19,984,60-4,8,100,ST,,,3/5/20,,,2.5,100,
7/27/19,985,60-4,9,50,ST,,,11/7/19,,278,2.5,100,
7/27/19,986,60-4,10,50,ST,,,11/7/19,,135,2.5,100,
7/27/19,987,60-4,sfc,sfc,,,,11/7/19,,,2.5,100,
7/27/19,988,60-4,sfc,sfc,,,,11/7/19,,,2.5,100,
7/27/19,989,60-3,3,100,,,,3/5/20,,,2.5,100,
7/27/19,990,60-3,4,100,,,,3/5/20,,,2.5,100,
7/27/19,991,60-3,5,50,,,,3/5/20,,,2.5,100,
7/27/19,992,60-3,6,50,ST,,,3/5/20,,,2.5,100,
7/27/19,993,60-3,sfc,sfc,,,,3/5/20,pellet ++,,2.5,100,
7/27/19,994,60-3,sfc,sfc,,,,3/5/20,pellet ++,,2.5,100,
7/27/19,995,60-2,1,86,,,,3/5/20,,,2.5,100,
7/27/19,996,60-2,2,86,,,,3/5/20,,,2.5,100,
7/27/19,997,60-2,3,50,ST,,,11/7/19,,310,2.5,100,
7/27/19,998,60-2,4,50,ST,,,11/7/19,,50,2.5,100,
7/27/19,999,60-2,sfc,sfc,,,,11/7/19,,,2.5,100,
7/27/19,1000,60-2,sfc,sfc,,,,11/7/19,,,2.5,100,
7/27/19,1001,60-1,1,60,,,,3/5/20,,,2.5,100,
7/27/19,1002,60-1,2,60,,,,3/5/20,pellet,,2.5,100,
7/27/19,1003,60-1,3,50,,,,11/7/19,,167,2.5,100,
7/27/19,1004,60-1,4,50,ST,,,11/7/19,,76.5,2.5,100,
7/27/19,1005,60-1,5,25,ST,,,11/7/19,,65,2.5,100,
7/27/19,1006,60-1,6,25,ST,,,11/7/19,,,2.5,100,
7/27/19,1007,60-1,sfc,sfc,took longer than other sfc samples,,,11/7/19,,>600,2.5,100,
7/27/19,1008,60-1,sfc,sfc,took longer than other sfc samples,,,11/7/19,,>600,2.5,100,
7/28/19,1009,-,-,-,"Evap DI water, ~2L",,Evap.DI,3/5/20,,,2,100,
7/28/19,1010,61-2,1,135,,,,3/5/20,,,2.5,100,
7/28/19,1011,61-2,2,135,,,,3/5/20,,,2.5,100,
7/28/19,1012,61-2,3,100,,,,3/5/20,,,2.5,100,
7/28/19,1013,61-2,4,100,,,,3/5/20,,,2.5,100,
7/28/19,1014,61-2,5,50,ST,,,3/5/20,,,2.5,100,
7/28/19,1015,61-2,6,50,ST,,,3/5/20,,,2.5,100,
7/28/19,1016,61-2,sfc,sfc,,,,3/5/20,pellet ++,,2.5,100,
7/28/19,1017,61-2,sfc,sfc,,,,3/5/20,pellet ++,,2.5,100,
7/28/19,1018,61-3,1,300,,,,3/5/20,,,2.5,100,
7/28/19,1019,61-3,2,300,,,,3/5/20,,,2.5,100,
7/28/19,1020,61-3,3,150,,,,3/5/20,,,2.5,100,
7/28/19,1021,61-3,4,150,,,,3/5/20,,,2.5,100,
7/28/19,1022,61-3,5,100,ST,,,3/5/20,,,2.5,100,
7/28/19,1023,61-3,6,100,,,,3/5/20,,,2.5,100,
7/28/19,1024,61-3,7,50,ST,,,3/5/20,,,2.5,100,
7/28/19,1025,61-3,8,50,ST,,,3/5/20,,,2.5,100,
7/28/19,1026,61-3,sfc,sfc,,,,3/5/20,pellet ++,,2.5,100,
7/28/19,1027,61-3,sfc,sfc,,,,3/5/20,pellet ++,,2.5,100,
7/28/19,1028,61-4,1,490,,,,3/5/20,,,2.5,100,
7/28/19,1029,61-4,2,490,,,,3/5/20,,,2.5,100,
7/28/19,1030,61-4,3,300,,,,3/5/20,,,2.5,100,
7/28/19,1031,61-4,4,300,,,,3/5/20,,,2.5,100,
7/28/19,1032,61-4,5,150,,,,3/5/20,,,2.5,100,
7/28/19,1033,61-4,6,150,,,,3/5/20,,,2.5,100,
7/28/19,1034,61-4,7,100,ST,,,3/5/20,,,2.5,100,
7/28/19,1035,61-4,8,100,ST,,,3/5/20,,,2.5,100,
7/28/19,1036,61-4,9,50,ST,,,3/5/20,,,2.5,100,
7/28/19,1037,61-4,10,50,ST,,,3/5/20,,,2.5,100,
7/28/19,1038,61-4,sfc,sfc,,,,3/5/20,pellet ++,,2.5,100,
7/28/19,1039,61-4,sfc,sfc,,,,3/5/20,pellet ++,,2.5,100,
7/28/19,1040,61-5,1,500,,,,3/5/20,,,2.5,100,
7/28/19,1041,61-5,2,500,,,,3/5/20,,,2.5,100,
7/28/19,1042,61-5,3,300,,,,3/5/20,,,2.5,100,
7/28/19,1043,61-5,4,300,,,,3/5/20,,,2.5,100,
7/28/19,1044,61-5,5,150,,,,3/5/20,,,2.5,100,
7/28/19,1045,61-5,6,150,,,,3/5/20,,,2.5,100,
7/28/19,1046,61-5,7,100,ST,,,3/5/20,,,2.5,100,
7/28/19,1047,61-5,8,100,ST,,,3/5/20,,,2.5,100,
7/28/19,1048,61-5,9,50,ST; paritally spilled as transporting so added more back in to the line,,,3/5/20,,,2.5,100,
7/28/19,1049,61-5,10,50,ST; paritally spilled as transporting so added more back in to the line,,,3/5/20,,,2.5,100,
7/28/19,1050,61-5,sfc,sfc,,,,3/5/20,pellet,,2.5,100,
7/28/19,1051,61-5,sfc,sfc,,,,3/5/20,pellet,,2.5,100,
7/28/19,1052,61-6,1,500,,,,3/5/20,,,2.5,100,
7/28/19,1053,61-6,2,500,,,,3/5/20,,,2.5,100,
7/28/19,1054,61-6,3,300,,,,3/5/20,,,2.5,100,
7/28/19,1055,61-6,4,300,,,,3/5/20,,,2.5,100,
7/28/19,1056,61-6,5,150,,,,3/5/20,,,2.5,100,
7/28/19,1057,61-6,6,150,ST,,,3/5/20,,,2.5,100,
7/28/19,1058,61-6,7,100,ST,,,3/5/20,,,2.5,100,
7/28/19,1059,61-6,8,100,ST,,,3/5/20,,,2.5,100,
7/28/19,1060,61-6,9,50,ST,,,3/5/20,,,2.5,100,
7/28/19,1061,61-6,10,50,ST,,,3/5/20,,,2.5,100,
7/28/19,1062,61-6,sfc,sfc,,,,3/5/20,pellet,,2.5,100,
7/28/19,1063,61-6,sfc,sfc,,,,3/5/20,pellet,,2.5,100,
7/28/19,1064,61-7,1,500,,,,3/5/20,,,2.5,100,
7/28/19,1065,61-7,2,500,,,,3/5/20,,,2.5,100,
7/28/19,1066,61-7,3,300,,,,3/9/20,,,2.5,100,
7/28/19,1067,61-7,4,300,,,,3/9/20,,,2.5,100,
7/28/19,1068,61-7,5,150,,,,3/9/20,,,2.5,100,
7/28/19,1069,61-7,6,150,ST,,,3/9/20,,,2.5,100,
7/28/19,1070,61-7,7,100,ST,,,3/9/20,pellet,,2.5,100,
7/28/19,1071,61-7,8,100,ST,,,3/9/20,pellet,,2.5,100,
7/28/19,1072,61-7,9,50,ST,,,3/9/20,pellet,,2.5,100,
7/28/19,1073,61-7,10,50,ST,,,3/9/20,pellet,,2.5,100,
7/28/19,1074,61-7,sfc,sfc,,,,3/9/20,pellet ++,,2.5,100,
7/28/19,1075,61-7,sfc,sfc,,,,3/9/20,pellet ++,,2.5,100,
7/29/19,1076,-,-,-,"Evap DI water, ~2L",,Evap.DI,3/9/20,,,2,100,
7/29/19,1077,65-7,1,500,Green and brown particulate matter on filter after filtering,,,3/9/20,,,2.5,100,
7/29/19,1078,65-7,2,500,,,,3/9/20,,,2.5,100,
7/29/19,1079,65-7,3,300,,,,3/9/20,,,2.5,100,
7/29/19,1080,65-7,4,300,,,,3/9/20,,,2.5,100,
7/29/19,1081,65-7,5,150,,,,3/9/20,,,2.5,100,
7/29/19,1082,65-7,6,150,,,,3/9/20,,,2.5,100,
7/29/19,1083,65-7,7,100,ST,,,3/9/20,,,2.5,100,
7/29/19,1084,65-7,8,100,ST,,,3/9/20,,,2.5,100,
7/29/19,1085,65-7,9,50,ST,,,3/9/20,,,2.5,100,
7/29/19,1086,65-7,10,50,ST,,,3/9/20,,,2.5,100,
7/29/19,1087,65-7,sfc,sfc,,,,3/9/20,pellet ++,,2.5,100,
7/29/19,1088,65-7,sfc,sfc,,,,3/9/20,pellet ++,,2.5,100,
7/29/19,1089,65-4,1,490,,,,3/9/20,,,2.5,100,
7/29/19,1090,65-4,2,490,,,,3/9/20,,,2.5,100,
7/29/19,1091,65-4,3,300,,,,3/9/20,,,2.5,100,
7/29/19,1092,65-4,4,300,,,,3/9/20,,,2.5,100,
7/29/19,1093,65-4,5,150,,,,3/9/20,,,2.5,100,
7/29/19,1094,65-4,6,150,,,,3/9/20,,,2.5,100,
7/29/19,1095,65-4,7,100,ST,,,3/9/20,,,2.5,100,
7/29/19,1096,65-4,8,100,ST,,,3/9/20,,,2.5,100,
7/29/19,1097,65-4,9,50,ST,,,3/9/20,pellet ++,,2.5,100,
7/29/19,1098,65-4,10,50,ST,,,3/9/20,pellet ++,,2.5,100,
7/29/19,1099,65-4,sfc,sfc,,,,3/9/20,pellet ++,,2.5,100,
7/29/19,1100,65-4,sfc,sfc,,,,3/9/20,pellet ++,,2.5,100,
7/29/19,1101,65-3,1,285,,,,3/9/20,,,2.5,100,
7/29/19,1102,65-3,2,285,,,,3/9/20,,,2.5,100,
7/29/19,1103,65-3,3,150,,,,3/9/20,,,2.5,100,
7/29/19,1104,65-3,4,150,,,,3/9/20,,,2.5,100,
7/29/19,1105,65-3,5,100,,,,3/9/20,,,2.5,100,
7/29/19,1106,65-3,6,100,ST,,,3/9/20,,,2.5,100,
7/29/19,1107,65-3,7,50,ST,,,3/9/20,,,2.5,100,
7/29/19,1108,65-3,8,50,ST,,,3/9/20,,,2.5,100,
7/29/19,1109,65-3,sfc,sfc,,,,3/9/20,pellet ++,,2.5,100,
7/29/19,1110,65-3,sfc,sfc,,,,3/9/20,pellet ++,,2.5,100,
7/29/19,1111,65-2,1,134,,,,3/9/20,,,2.5,100,
7/29/19,1112,65-2,2,134,,,,3/9/20,,,2.5,100,
7/29/19,1113,65-2,3,100,,,,3/9/20,,,2.5,100,
7/29/19,1114,65-2,4,100,,,,3/9/20,,,2.5,100,
7/29/19,1115,65-2,5,50,ST,,,3/9/20,,,2.5,100,
7/29/19,1116,65-2,6,50,ST,,,3/9/20,,,2.5,100,
7/29/19,1117,65-2,sfc,sfc,,,,3/9/20,pellet ++,,2.5,100,
7/29/19,1118,65-2,sfc,sfc,,,,3/9/20,pellet ++,,2.5,100,
7/29/19,1119,65-1,1,40,,,,3/9/20,,,2.5,100,
7/29/19,1120,65-1,2,40,,,,3/9/20,,,2.5,100,
7/29/19,1121,65-1,3,25,ST,,,3/9/20,,,2.5,100,
7/29/19,1122,65-1,4,25,ST,,,3/9/20,,,2.5,100,
7/29/19,1123,65-1,sfc,sfc,,,,3/9/20,brown color - pellet ++,,2.5,100,
7/29/19,1124,65-1,sfc,sfc,,,,3/9/20,brown color - pellet ++,,2.5,100,
7/30/19,1125,66-1,1,44,ST,,,3/9/20,brown color - pellet ++,,2.5,100,
7/30/19,1126,66-1,2,44,,,,3/9/20,brown color - pellet ++,,2.5,100,
7/30/19,1127,66-1,3,25,,,,3/9/20,brown color - pellet ++,,2.5,100,
7/30/19,1128,66-1,4,25,,,,3/9/20,brown color - pellet ++,,2.5,100,
7/30/19,1129,66-1,sfc,sfc,,,,3/9/20,brown color - pellet ++,,2.5,100,
7/30/19,1130,66-1,sfc,sfc,,,,3/9/20,brown color - pellet ++,,2.5,100,
7/30/19,1131,-,-,-,"Evap DI water, ~2L; Dropped filter on bench",Y,Evap.DI,3/9/20,,,2,100,
7/30/19,1132,66-2,1,300,,,,3/9/20,,,2.5,100,
7/30/19,1133,66-2,2,300,,,,3/9/20,,,2.5,100,
7/30/19,1134,66-2,3,150,,,,3/9/20,,,2.5,100,
7/30/19,1135,66-2,4,150,,,,3/9/20,,,2.5,100,
7/30/19,1136,66-2,5,100,ST,,,3/9/20,,,2.5,100,
7/30/19,1137,66-2,6,100,ST,,,3/10/20,pellet,,2.5,100,
7/30/19,1138,66-2,7,50,ST,,,3/10/20,pellet,,2.5,100,
7/30/19,1139,66-2,8,50,ST,,,3/10/20,pellet ++,,2.5,100,
7/30/19,1140,66-2,sfc,sfc,,,,3/10/20,pellet ++,,2.5,100,
7/30/19,1141,66-2,sfc,sfc,,,,3/10/20,pellet ++,,2.5,100,
7/30/19,1142,-,-,-,"Evap DI water, ~2L",,Evap.DI,3/10/20,,,2,100,
7/30/19,1143,66-3,1,500,,,,3/10/20,,,2.5,100,
7/30/19,1144,66-3,2,500,,,,3/10/20,,,2.5,100,
7/30/19,1145,66-3,3,300,,,,3/10/20,,,2.5,100,
7/30/19,1146,66-3,4,300,,,,3/10/20,,,2.5,100,
7/30/19,1147,66-3,5,150,,,,3/10/20,,,2.5,100,
7/30/19,1148,66-3,6,150,,,,3/10/20,,,2.5,100,
7/30/19,1149,66-3,7,100,ST,,,3/10/20,,,2.5,100,
7/30/19,1150,66-3,8,100,ST,,,3/10/20,pellet,,2.5,100,
7/30/19,1151,66-3,9,50,ST,,,3/10/20,pellet ++,,2.5,100,
7/30/19,1152,66-3,10,50,ST,,,3/10/20,pellet ++,,2.5,100,
7/30/19,1153,66-3,sfc,sfc,,,,3/10/20,pellet ++,,2.5,100,
7/30/19,1154,66-3,sfc,sfc,,,,3/10/20,pellet ++,,2.5,100,
7/30/19,1155,66-3.5,1,500,,,,3/10/20,,,2.5,100,
7/30/19,1156,66-3.5,2,500,,,,3/10/20,,,2.5,100,
7/30/19,1157,66-3.5,3,300,,,,3/10/20,,,2.5,100,
7/30/19,1158,66-3.5,4,300,,,,3/10/20,pellet,,2.5,100,
7/30/19,1159,66-3.5,5,150,,,,3/10/20,pellet,,2.5,100,
7/30/19,1160,66-3.5,6,150,,,,3/10/20,,,2.5,100,
7/30/19,1161,66-3.5,7,100,ST,,,3/10/20,pellet,,2.5,100,
7/30/19,1162,66-3.5,8,100,ST,,,3/10/20,pellet,,2.5,100,
7/30/19,1163,66-3.5,9,50,ST,,,3/10/20,pellet ++,,2.5,100,
7/30/19,1164,66-3.5,10,50,ST,,,3/10/20,pellet,,2.5,100,
7/30/19,1165,66-3.5,sfc,sfc,,,,3/10/20,pellet ++,,2.5,100,
7/30/19,1166,66-3.5,sfc,sfc,,,,3/10/20,pellet,,2.5,100,
7/30/19,1167,66-4,1,500,,,,3/10/20,pellet,,2.5,100,
7/30/19,1168,66-4,2,500,,,,3/10/20,,,2.5,100,
7/30/19,1169,66-4,3,300,,,,3/10/20,pellet,,2.5,100,
7/30/19,1170,66-4,4,300,,,,3/10/20,pellet,,2.5,100,
7/30/19,1171,66-4,5,150,,,,3/10/20,pellet,,2.5,100,
7/30/19,1172,66-4,6,150,,,,3/10/20,,,2.5,100,
7/30/19,1173,66-4,7,100,ST,,,3/10/20,,,2.5,100,
7/30/19,1174,66-4,8,100,ST,,,3/10/20,,,2.5,100,
7/30/19,1175,66-4,9,50,ST,,,3/10/20,pellet ++,,2.5,100,
7/30/19,1176,66-4,10,50,ST,,,3/10/20,pellet ++,,2.5,100,
7/30/19,1177,66-4,sfc,sfc,,,,3/10/20,pellet ++,,2.5,100,
7/30/19,1178,66-4,sfc,sfc,,,,3/10/20,pellet ++,,2.5,100,
7/30/19,1179,65-6,1,500,,,,3/10/20,,,2.5,100,
7/30/19,1180,65-6,2,500,,,,3/10/20,,,2.5,100,
7/30/19,1181,65-6,3,300,,,,3/10/20,,,2.5,100,
7/30/19,1182,65-6,4,300,,,,3/10/20,,,2.5,100,
7/30/19,1183,65-6,5,150,,,,3/10/20,pellet,,2.5,100,
7/30/19,1184,65-6,6,150,,,,3/11/20,pellet,,2.5,100,
7/30/19,1185,65-6,7,100,ST,,,3/11/20,pellet,,2.5,100,
7/30/19,1186,65-6,8,100,ST,,,3/11/20,,,2.5,100,
7/30/19,1187,65-6,9,50,ST,,,3/11/20,pellet ++,,2.5,100,
7/30/19,1188,65-6,10,50,ST,,,3/11/20,pellet ++,,2.5,100,
7/30/19,1189,65-6,sfc,sfc,,,,3/11/20,pellet ++,,2.5,100,
7/30/19,1190,65-6,sfc,sfc,,,,3/11/20,pellet ++,,2.5,100,
7/30/19,1191,65-5,1,500,,,,3/11/20,,,2.5,100,
7/30/19,1192,65-5,2,500,,,,3/11/20,,,2.5,100,
7/30/19,1193,65-5,3,300,,,,3/11/20,,,2.5,100,
7/30/19,1194,65-5,4,300,,,,3/11/20,,,2.5,100,
7/30/19,1195,65-5,5,150,,,,3/11/20,,,2.5,100,
7/30/19,1196,65-5,6,150,,,,3/11/20,pellet,,2.5,100,
7/30/19,1197,65-5,7,100,ST,,,3/11/20,,,2.5,100,
7/30/19,1198,65-5,8,100,ST,,,3/11/20,,,2.5,100,
7/30/19,1199,65-5,9,50,ST,,,3/11/20,,,2.5,100,
7/30/19,1200,65-5,10,50,ST,,,3/11/20,pellet ++,,2.5,100,
7/30/19,1201,65-5,sfc,sfc,,,,3/11/20,pellet ++,,2.5,100,
7/30/19,1202,65-5,sfc,sfc,,,,3/11/20,pellet ++,,2.5,100,
7/30/19,1203,-,-,-,Lab DI water,,Lab.DI,11/12/19,,,2,100,
7/31/19,1204,-,-,-,"Evap DI water, ~2L",,Evap.DI,11/12/19,,,2,100,
7/31/19,1205,67-1,1,45,,,,11/12/19,,17.1,2.5,100,
7/31/19,1206,67-1,2,45,,,,11/12/19,,75.7,2.5,100,
7/31/19,1207,67-1,3,25,,,,11/12/19,,,2.5,100,
7/31/19,1208,67-1,4,25,ST,,,11/12/19,,,2.5,100,
7/31/19,1209,67-1,sfc,sfc,took longer than other sfc samples,,,11/12/19,big pellet,,2.5,100,
7/31/19,1210,67-1,sfc,sfc,took longer than other sfc samples,,,11/12/19,big pellet,,2.5,100,
7/31/19,1211,67-2,1,140,,,,3/11/20,pellet,,2.5,100,
7/31/19,1212,67-2,2,140,,,,3/11/20,,,2.5,100,
7/31/19,1213,67-2,3,100,,,,3/11/20,,,2.5,100,
7/31/19,1214,67-2,4,100,,,,3/11/20,pellet,,2.5,100,
7/31/19,1215,67-2,5,50,ST,,,3/11/20,,,2.5,100,
7/31/19,1216,67-2,6,50,ST,,,3/11/20,,,2.5,100,
7/31/19,1217,67-2,sfc,sfc,took longer than other sfc samples,,,3/11/20,pellet ++,,2.5,100,
7/31/19,1218,67-2,sfc,sfc,took longer than other sfc samples,,,3/11/20,pellet ++,,2.5,100,
7/31/19,1219,67-3,1,291,,,,3/11/20,,,2.5,100,
7/31/19,1220,67-3,2,291,,,,3/11/20,,,2.5,100,
7/31/19,1221,67-3,3,150,,,,3/11/20,,,2.5,100,
7/31/19,1222,67-3,4,150,,,,3/11/20,,,2.5,100,
7/31/19,1223,67-3,5,100,,,,3/11/20,,,2.5,100,
7/31/19,1224,67-3,6,100,,,,3/11/20,,,2.5,100,
7/31/19,1225,67-3,7,50,ST,,,11/12/19,,33,2.5,100,
7/31/19,1226,67-3,8,50,ST,,,11/12/19,,,2.5,100,
7/31/19,1227,67-3,sfc,sfc,,,,11/12/19,"the grease layer was on top of the aqueous layer, big pellet",,2.5,100,
7/31/19,1228,67-3,sfc,sfc,,,,11/12/19,big pellet,366,2.5,100,
7/31/19,1229,67-4,1,485,,,,3/11/20,,,2.5,100,
7/31/19,1230,67-4,2,485,,,,3/11/20,,,2.5,100,
7/31/19,1231,67-4,3,300,,,,3/11/20,,,2.5,100,
7/31/19,1232,67-4,4,300,,,,3/11/20,,,2.5,100,
7/31/19,1233,67-4,5,150,,,,3/11/20,,,2.5,100,
7/31/19,1234,67-4,6,150,ST,,,3/11/20,,,2.5,100,
7/31/19,1235,67-4,7,100,ST,,,3/11/20,,,2.5,100,
7/31/19,1236,67-4,8,100,ST,,,3/11/20,,,2.5,100,
7/31/19,1237,67-4,9,50,ST,,,3/11/20,pellet ++,,2.5,100,
7/31/19,1238,67-4,10,50,ST,,,3/11/20,pellet ++,,2.5,100,
7/31/19,1239,67-4,sfc,sfc,,,,3/11/20,pellet ++,,2.5,100,
7/31/19,1240,67-4,sfc,sfc,,,,3/11/20,pellet ++,,2.5,100,
7/31/19,1241,67-5,1,500,,,,3/11/20,,,2.5,100,
7/31/19,1242,67-5,2,500,,,,3/11/20,,,2.5,100,
7/31/19,1243,67-5,3,300,,,,3/11/20,pellet,,2.5,100,
7/31/19,1244,67-5,4,300,,,,3/11/20,,,2.5,100,
7/31/19,1245,67-5,5,150,,,,3/11/20,,,2.5,100,
7/31/19,1246,67-5,6,150,ST,,,3/11/20,,,2.5,100,
7/31/19,1247,67-5,7,100,ST,,,3/11/20,,,2.5,100,
7/31/19,1248,67-5,8,100,ST,,,3/11/20,,,2.5,100,
7/31/19,1249,67-5,9,50,ST,,,3/11/20,,,2.5,100,
7/31/19,1250,67-5,10,50,ST,,,3/11/20,,,2.5,100,
7/31/19,1251,67-5,sfc,sfc,,,,3/11/20,pellet ++,,2.5,100,
7/31/19,1252,67-5,sfc,sfc,,,,3/11/20,pellet ++,,2.5,100,
7/31/19,1253,67-6,1,500,,,,3/11/20,,,2.5,100,
7/31/19,1254,67-6,2,500,,,,3/11/20,,,2.5,100,
7/31/19,1255,67-6,3,300,,,,3/11/20,,,2.5,100,
7/31/19,1256,67-6,4,300,,,,3/11/20,,,2.5,100,
7/31/19,1257,67-6,5,150,,,,3/11/20,,,2.5,100,
7/31/19,1258,67-6,6,150,,,,3/11/20,,,2.5,100,
7/31/19,1259,67-6,7,100,ST,,,3/11/20,,,2.5,100,
7/31/19,1260,67-6,8,100,ST,,,3/11/20,,,2.5,100,
7/31/19,1261,67-6,9,50,ST,,,3/11/20,pellet ++,,2.5,100,
7/31/19,1262,67-6,10,50,ST,,,3/11/20,pellet ++,,2.5,100,
7/31/19,1263,67-6,sfc,sfc,,,,3/11/20,pellet ++,,2.5,100,
7/31/19,1264,67-6,sfc,sfc,,,,3/11/20,pellet ++,,2.5,100,
7/31/19,1265,67-7,1,500,,,,3/11/20,,,2.5,100,
7/31/19,1266,67-7,2,500,,,,3/11/20,,,2.5,100,
7/31/19,1267,67-7,3,300,,,,3/12/20,pellet,,2.5,100,
7/31/19,1268,67-7,4,300,,,,3/12/20,,,2.5,100,
7/31/19,1269,67-7,5,150,,,,3/12/20,pellet,,2.5,100,
7/31/19,1270,67-7,6,150,,,,3/12/20,,,2.5,100,
7/31/19,1271,67-7,7,100,ST,,,3/12/20,,,2.5,100,
7/31/19,1272,67-7,8,100,ST,,,3/12/20,,,2.5,100,
7/31/19,1273,67-7,9,50,ST,,,11/12/19,big pellet,245,2.5,100,
7/31/19,1274,67-7,10,50,ST,,,11/12/19,big pellet,106,2.5,100,
7/31/19,1275,67-7,sfc,sfc,,,,11/12/19,,,2.5,100,
7/31/19,1276,67-7,sfc,sfc,,,,11/12/19,,,2.5,100,
8/6/19,1277,-,-,-,Evap DI water,,Evap.DI,3/12/20,,,2.5,100,
8/6/19,1278,-,-,-,Lab DI water,,Lab.DI,3/12/20,,,2,100,
8/6/19,1279,69-6,sfc,sfc,Turned green after fitration,,,3/12/20,pellet ++,,2.5,100,
8/6/19,1280,69-6,sfc,sfc,Turned green after fitration,,,3/12/20,pellet ++,,2.5,100,
8/6/19,1281,69-6,1,500,,,,3/12/20,,,2.5,100,
8/6/19,1282,69-6,2,500,,,,3/12/20,,,2.5,100,
8/6/19,1283,69-6,3,300,,,,3/12/20,,,2.5,100,
8/6/19,1284,69-6,4,300,,,,3/12/20,,,2.5,100,
8/6/19,1285,69-6,5,150,,,,3/12/20,,18.2,2.5,100,
8/6/19,1286,69-6,6,150,,,,3/12/20,,,2.5,100,
8/6/19,1287,69-6,7,100,ST - filter touched the mat,Y,,3/12/20,,,2.5,100,
8/6/19,1288,69-6,8,100,ST,,,3/12/20,,,2.5,100,
8/6/19,1289,69-6,9,50,ST,,,3/12/20,pellet,,2.5,100,
8/6/19,1290,69-6,10,50,ST,,,3/12/20,pellet,,2.5,100,
8/6/19,1291,69-5,1,500,,,,3/12/20,,,2.5,100,
8/6/19,1292,69-5,2,500,,,,3/12/20,,,2.5,100,
8/6/19,1293,69-5,3,300,,,,3/12/20,,,2.5,100,
8/6/19,1294,69-5,4,300,,,,3/12/20,,,2.5,100,
8/6/19,1295,69-5,5,150,,,,3/12/20,pellet,,2.5,100,
8/6/19,1296,69-5,6,150,,,,3/12/20,,,2.5,100,
8/6/19,1297,69-5,7,100,,,,3/12/20,,,2.5,100,
8/6/19,1298,69-5,8,100,,,,3/12/20,,,2.5,100,
8/6/19,1299,69-5,9,50,,,,3/12/20,pellet ++,,2.5,100,
8/6/19,1300,69-5,10,50,,,,3/12/20,pellet ++,,2.5,100,
8/6/19,1301,69-5,sfc,sfc,,,,3/12/20,pellet ++,,2.5,100,
8/6/19,1302,69-5,sfc,sfc,,,,3/12/20,pellet ++,,2.5,100,
8/6/19,1303,69-4,1,500,,,,3/12/20,,,2.5,100,
8/6/19,1304,69-4,2,500,,,,3/12/20,,,2.5,100,
8/6/19,1305,69-4,3,300,,,,3/12/20,,,2.5,100,
8/6/19,1306,69-4,5-Apr,300/150,two filters in one tube,Y,,10/24/19,,17.9,2.5,100,
8/6/19,1307,69-4,6,150,ST,,,3/12/20,pellet,,2.5,100,
8/6/19,1308,69-4,7,100,ST,,,3/12/20,,,2.5,100,
8/6/19,1309,69-4,8,100,ST,,,3/12/20,,,2.5,100,
8/6/19,1310,69-4,9,50,ST,,,3/12/20,pellet ++,,2.5,100,
8/6/19,1311,69-4,10,50,ST,,,3/12/20,,,2.5,100,
8/6/19,1312,69-4,sfc,sfc,filter touched tha mat after filtration,Y,,3/12/20,pellet ++,>60,2.5,100,
8/6/19,1313,69-4,sfc,sfc,turned yellow after filtration,,,3/12/20,pellet ++,,2.5,100,
8/6/19,1314,69-2,sfc,sfc,,,,3/12/20,pellet ++,>350,2.5,100,
8/6/19,1315,69-2,sfc,sfc,,,,3/12/20,pellet ++,,2.5,100,
8/6/19,1316,69-2,1,150,,,,3/12/20,,,2.5,100,
8/6/19,1317,69-2,2,150,,,,3/12/20,pellet,,2.5,100,
8/6/19,1318,69-2,3,100,,,,3/12/20,,,2.5,100,
8/6/19,1319,69-2,4,100,,,,3/12/20,,,2.5,100,
8/6/19,1320,69-2,5,50,JD started here,,,3/12/20,,,2.5,100,
8/6/19,1321,69-2,6,50,,,,3/12/20,,,2.5,100,
8/6/19,1322,69-1,sfc,sfc,fiter turned orange after filtration,,,3/12/20,,,2.5,100,
8/6/19,1323,69-1,sfc,sfc,Jellyfish observed in the sea at time of collection,,,3/12/20,,270,2.5,100,
8/6/19,1324,69-1,1,38,,,,3/12/20,,,2.5,100,
8/6/19,1325,69-1,2,38,filter fell on mat,Y,,3/12/20,,>60,2.5,100,
8/6/19,1326,69-1,3,25,,,,3/12/20,,,2.5,100,
8/6/19,1327,69-1,4,25,,,,3/12/20,,,2.5,100,
8/6/19,1328,69-1,5,3,,,,3/12/20,,,2.5,100,
8/6/19,1329,69-1,6,3,,,,3/12/20,,,2.5,100,
8/7/19,1330,71-6,sfc,sfc,,,,3/12/20,,,2.5,100,
8/7/19,1331,71-6,sfc,sfc,,,,3/12/20,,133.5,2.5,100,
8/7/19,1332,71-6,1,500,,,,3/12/20,,,2.5,100,
8/7/19,1333,71-6,2,500,,,,3/12/20,,,2.5,100,
8/7/19,1334,71-6,3,300,,,,3/12/20,,,2.5,100,
8/7/19,1335,71-6,4,300,,,,3/12/20,,,2.5,100,
8/7/19,1336,71-6,5,150,,,,3/12/20,,,2.5,100,
8/7/19,1337,71-6,6,150,,,,3/12/20,,,2.5,100,
