qPCR,well,sample,type,task,IPC_Ct,inhibition_rate,useful,Zymo,dilution,hake_Ct,hake_copies_ul
H9,B13,26,unknowns,UNKNOWN,26.734,0.048,,,1,38.264,0.325
H9,B14,26,unknowns,UNKNOWN,26.743,0.058,,,1,36.104,1.505
H9,B15,26,unknowns,UNKNOWN,26.925,0.24,,,1,37.327,0.632
H9,B16,34,unknowns,UNKNOWN,26.729,0.044,,,1,32.38,21.158
H9,B17,34,unknowns,UNKNOWN,26.768,0.083,,,1,32.749,16.279
H9,B18,34,unknowns,UNKNOWN,26.643,-0.042,,,1,32.648,17.492
H9,B19,42,unknowns,UNKNOWN,26.815,0.129,,,1,33.965,6.866
H9,B20,42,unknowns,UNKNOWN,26.975,0.29,,,1,34.317,5.35
H9,B21,42,unknowns,UNKNOWN,27.033,0.348,,,1,34.11,6.197
H9,C4,3,unknowns,UNKNOWN,26.891,0.205,,,1,35.612,2.133
H9,C5,3,unknowns,UNKNOWN,26.902,0.217,,,1,38.597,0.257
H9,C6,3,unknowns,UNKNOWN,27.047,0.362,,,1,43.324,0.009
H9,C7,11,unknowns,UNKNOWN,27.794,1.108,NO,,1,Undetermined,
H9,C8,11,unknowns,UNKNOWN,28.788,2.102,NO,,1,Undetermined,
H9,C9,11,unknowns,UNKNOWN,29.048,2.363,NO,,1,Undetermined,
H9,C10,19,field_neg,UNKNOWN,26.783,0.098,,,1,Undetermined,
H9,C11,19,field_neg,UNKNOWN,26.758,0.073,,,1,Undetermined,
H9,C12,19,field_neg,UNKNOWN,26.771,0.086,,,1,Undetermined,
H9,C13,27,unknowns,UNKNOWN,26.837,0.152,,,1,31.242,47.436
H9,C14,27,unknowns,UNKNOWN,26.882,0.197,,,1,31.274,46.385
H9,C15,27,unknowns,UNKNOWN,26.924,0.239,,,1,31.416,41.928
H9,C16,35,unknowns,UNKNOWN,26.721,0.036,,,1,34.079,6.332
H9,C17,35,unknowns,UNKNOWN,26.838,0.153,,,1,33.73,8.116
H9,C18,35,unknowns,UNKNOWN,26.702,0.017,,,1,33.688,8.36
H9,C19,43,unknowns,UNKNOWN,26.894,0.209,,,1,35.855,1.795
H9,C20,43,unknowns,UNKNOWN,26.982,0.297,,,1,35.384,2.509
H9,C21,43,unknowns,UNKNOWN,27.064,0.378,,,1,35.496,2.318
H9,D4,4,unknowns,UNKNOWN,26.788,0.103,,,1,38.348,0.306
H9,D5,4,unknowns,UNKNOWN,27.089,0.404,,,1,36.343,1.27
H9,D6,4,unknowns,UNKNOWN,26.997,0.312,,,1,35.428,2.431
H9,D7,12,unknowns,UNKNOWN,26.877,0.192,NO,,1,39.428,0.142
H9,D8,12,unknowns,UNKNOWN,27.44,0.755,NO,,1,Undetermined,
H9,D9,12,unknowns,UNKNOWN,27.525,0.84,NO,,1,44.609,0.004
H9,D10,20,field_neg,UNKNOWN,27.05,0.364,,,1,Undetermined,
H9,D11,20,field_neg,UNKNOWN,26.952,0.266,,,1,Undetermined,
H9,D12,20,field_neg,UNKNOWN,27.042,0.357,,,1,Undetermined,
H9,D13,28,unknowns,UNKNOWN,26.749,0.064,,,1,35.176,2.907
H9,D14,28,unknowns,UNKNOWN,26.912,0.227,,,1,40.36,0.073
H9,D15,28,unknowns,UNKNOWN,26.905,0.219,,,1,34.771,3.877
H9,D16,36,unknowns,UNKNOWN,26.749,0.063,,,1,35.492,2.324
H9,D17,36,unknowns,UNKNOWN,26.777,0.092,,,1,35.214,2.83
H9,D18,36,unknowns,UNKNOWN,26.775,0.09,,,1,33.833,7.545
H9,D19,44,unknowns,UNKNOWN,26.812,0.126,,,1,31.479,40.085
H9,D20,44,unknowns,UNKNOWN,26.732,0.047,,,1,31.346,44.066
H9,D21,44,unknowns,UNKNOWN,26.706,0.021,,,1,30.785,65.604
H9,E4,5,unknowns,UNKNOWN,27.105,0.42,NO,,1,35.074,3.127
H9,E5,5,unknowns,UNKNOWN,29.891,3.205,NO,,1,38.226,0.334
H9,E6,5,unknowns,UNKNOWN,31.077,4.391,NO,,1,41.168,0.041
H9,E7,13,unknowns,UNKNOWN,26.911,0.226,,,1,34.261,5.566
H9,E8,13,unknowns,UNKNOWN,27.003,0.318,,,1,33.807,7.681
H9,E9,13,unknowns,UNKNOWN,26.884,0.199,,,1,33.309,10.943
H9,E10,21,unknowns,UNKNOWN,26.868,0.183,,,1,Undetermined,
H9,E11,21,unknowns,UNKNOWN,26.916,0.231,,,1,36.285,1.324
H9,E12,21,unknowns,UNKNOWN,26.881,0.195,,,1,35.389,2.499
H9,E13,29,unknowns,UNKNOWN,27.845,1.16,NO,,1,35.883,1.761
H9,E14,29,unknowns,UNKNOWN,29.989,3.303,NO,,1,39.341,0.151
H9,E15,29,unknowns,UNKNOWN,37.252,10.567,NO,,1,Undetermined,
H9,E16,37,unknowns,UNKNOWN,26.663,-0.022,,,1,33.68,8.41
H9,E17,37,unknowns,UNKNOWN,26.792,0.107,,,1,33.704,8.266
H9,E18,37,unknowns,UNKNOWN,26.818,0.133,,,1,32.954,14.08
H9,E19,45,unknowns,UNKNOWN,26.713,0.028,,,1,31.937,28.973
H9,E20,45,unknowns,UNKNOWN,26.694,0.009,,,1,31.792,32.111
H9,E21,45,unknowns,UNKNOWN,26.684,-0.001,,,1,31.486,39.901
H9,F4,6,unknowns,UNKNOWN,45,18.315,NO,,1,Undetermined,
H9,F5,6,unknowns,UNKNOWN,45,18.315,NO,,1,Undetermined,
H9,F6,6,unknowns,UNKNOWN,45,18.315,NO,,1,Undetermined,
H9,F7,14,unknowns,UNKNOWN,26.875,0.19,,,1,33.173,12.046
H9,F8,14,unknowns,UNKNOWN,26.983,0.297,,,1,33.355,10.586
H9,F9,14,unknowns,UNKNOWN,26.902,0.217,,,1,33.277,11.194
H9,F10,22,unknowns,UNKNOWN,26.735,0.05,,,1,37.42,0.591
H9,F11,22,unknowns,UNKNOWN,26.718,0.032,,,1,35.128,3.008
H9,F12,22,unknowns,UNKNOWN,26.942,0.256,,,1,39.085,0.181
H9,F13,30,unknowns,UNKNOWN,26.875,0.189,,,1,37.626,0.511
H9,F14,30,unknowns,UNKNOWN,27.206,0.52,,,1,38.407,0.294
H9,F15,30,unknowns,UNKNOWN,26.917,0.232,,,1,Undetermined,
H9,F16,38,unknowns,UNKNOWN,26.712,0.027,,,1,33.873,7.33
H9,F17,38,unknowns,UNKNOWN,26.642,-0.043,,,1,34.051,6.46
H9,F18,38,unknowns,UNKNOWN,26.758,0.073,,,1,34.513,4.656
H9,F19,46,unknowns,UNKNOWN,26.786,0.101,,,1,30.766,66.512
H9,F20,46,unknowns,UNKNOWN,26.941,0.256,,,1,30.536,78.332
H9,F21,46,unknowns,UNKNOWN,26.862,0.177,,,1,30.39,86.88
H9,G4,7,unknowns,UNKNOWN,26.763,0.078,,,1,39.711,0.116
H9,G5,7,unknowns,UNKNOWN,26.83,0.145,,,1,43.492,0.008
H9,G6,7,unknowns,UNKNOWN,26.858,0.173,,,1,40.695,0.058
H9,G7,15,unknowns,UNKNOWN,27.06,0.374,NO,,1,36.299,1.311
H9,G8,15,unknowns,UNKNOWN,27.901,1.216,NO,,1,37.385,0.606
H9,G9,15,unknowns,UNKNOWN,28.894,2.209,NO,,1,39.319,0.154
H9,G10,23,unknowns,UNKNOWN,26.808,0.123,,,1,34.249,5.612
H9,G11,23,unknowns,UNKNOWN,26.719,0.034,,,1,36.937,0.833
H9,G12,23,unknowns,UNKNOWN,26.54,-0.146,,,1,35.049,3.182
H9,G13,31,unknowns,UNKNOWN,26.836,0.151,NO,,1,34.64,4.255
H9,G14,31,unknowns,UNKNOWN,27.654,0.969,NO,,1,34.958,3.395
H9,G15,31,unknowns,UNKNOWN,27.888,1.203,NO,,1,35.988,1.634
H9,G16,39,unknowns,UNKNOWN,26.824,0.139,,,1,30.031,112.077
H9,G17,39,unknowns,UNKNOWN,26.512,-0.173,,,1,29.825,129.667
H9,G18,39,unknowns,UNKNOWN,26.748,0.063,,,1,29.628,149.197
H9,G19,47,unknowns,UNKNOWN,26.597,-0.088,,,1,31.247,47.265
H9,G20,47,unknowns,UNKNOWN,26.566,-0.119,,,1,31.16,50.291
H9,G21,47,unknowns,UNKNOWN,26.515,-0.17,,,1,30.623,73.635
H9,H4,8,unknowns,UNKNOWN,26.693,0.008,,,1,37.848,0.437
H9,H5,8,unknowns,UNKNOWN,26.784,0.099,,,1,38.06,0.376
H9,H6,8,unknowns,UNKNOWN,26.758,0.073,,,1,37.611,0.516
H9,H7,16,unknowns,UNKNOWN,26.872,0.187,NO,,1,37.151,0.716
H9,H8,16,unknowns,UNKNOWN,27.364,0.679,NO,,1,Undetermined,
H9,H9,16,unknowns,UNKNOWN,27.404,0.719,NO,,1,37.029,0.78
H9,H10,24,unknowns,UNKNOWN,26.718,0.033,,,1,34.895,3.55
H9,H11,24,unknowns,UNKNOWN,26.702,0.016,,,1,36.33,1.282
H9,H12,24,unknowns,UNKNOWN,26.739,0.054,,,1,36.975,0.811
H9,H13,32,unknowns,UNKNOWN,26.803,0.118,,,1,32.157,24.779
H9,H14,32,unknowns,UNKNOWN,26.529,-0.156,,,1,31.876,30.253
H9,H15,32,unknowns,UNKNOWN,26.413,-0.272,,,1,32.111,25.602
H9,H16,40,unknowns,UNKNOWN,26.475,-0.21,,,1,34.597,4.386
H9,H17,40,unknowns,UNKNOWN,26.562,-0.123,,,1,35.418,2.448
H9,H18,40,unknowns,UNKNOWN,26.749,0.064,,,1,Undetermined,
H9,H19,48,unknowns,UNKNOWN,26.878,0.193,,,1,33.552,9.207
H9,H20,48,unknowns,UNKNOWN,26.847,0.162,,,1,33.575,9.059
H9,H21,48,unknowns,UNKNOWN,26.83,0.144,,,1,33.242,11.475
H9,I1,49,unknowns,UNKNOWN,26.703,0.018,,,1,33.11,12.6
H9,I2,49,unknowns,UNKNOWN,26.718,0.033,,,1,33.282,11.153
H9,I3,49,unknowns,UNKNOWN,26.733,0.048,,,1,33.033,13.304
H9,I4,57,unknowns,UNKNOWN,26.67,-0.016,,,1,35.873,1.773
H9,I5,57,unknowns,UNKNOWN,26.71,0.025,,,1,37.16,0.711
H9,I6,57,unknowns,UNKNOWN,26.719,0.034,,,1,34.816,3.754
H9,J1,50,unknowns,UNKNOWN,26.757,0.072,,,1,33.683,8.393
H9,J2,50,unknowns,UNKNOWN,26.707,0.022,,,1,33.247,11.434
H9,J3,50,unknowns,UNKNOWN,26.845,0.16,,,1,33.366,10.508
H9,J4,58,unknowns,UNKNOWN,27.545,0.86,NO,,1,Undetermined,
H9,J5,58,unknowns,UNKNOWN,27.804,1.119,NO,,1,Undetermined,
H9,J6,58,unknowns,UNKNOWN,28.215,1.529,NO,,1,Undetermined,
H9,K1,51,unknowns,UNKNOWN,26.636,-0.05,,,1,33.672,8.457
H9,K2,51,unknowns,UNKNOWN,26.838,0.152,,,1,33.243,11.467
H9,K3,51,unknowns,UNKNOWN,26.877,0.192,,,1,34.781,3.85
H9,K4,59,unknowns,UNKNOWN,27.661,0.976,NO,,1,Undetermined,
H9,K5,59,unknowns,UNKNOWN,28,1.315,NO,,1,Undetermined,
H9,K6,59,unknowns,UNKNOWN,28.505,1.82,NO,,1,Undetermined,
H9,L1,52,unknowns,UNKNOWN,26.836,0.151,,,1,33.931,7.038
H9,L2,52,unknowns,UNKNOWN,26.859,0.174,,,1,34.192,5.845
H9,L3,52,unknowns,UNKNOWN,26.983,0.298,,,1,34.621,4.313
H9,L4,ntc,ntc,NTC,26.578,-0.108,,,1,Undetermined,
H9,L5,ntc,ntc,NTC,26.674,-0.011,,,1,Undetermined,
H9,M1,53,unknowns,UNKNOWN,26.772,0.087,,,1,32.407,20.757
H9,M2,53,unknowns,UNKNOWN,26.726,0.041,,,1,32.694,16.926
H9,M3,53,unknowns,UNKNOWN,26.73,0.044,,,1,33.056,13.091
H9,N1,54,unknowns,UNKNOWN,26.726,0.041,,,1,34.01,6.651
H9,N2,54,unknowns,UNKNOWN,26.679,-0.007,,,1,34.529,4.602
H9,N3,54,unknowns,UNKNOWN,26.738,0.052,,,1,34.243,5.637
H9,O1,55,unknowns,UNKNOWN,26.595,-0.09,,,1,29.129,212.561
H9,O2,55,unknowns,UNKNOWN,26.727,0.042,,,1,29.278,191.302
H9,O3,55,unknowns,UNKNOWN,26.747,0.062,,,1,28.902,249.684
H9,P1,56,unknowns,UNKNOWN,26.477,-0.209,,,1,35.521,2.277
H9,P2,56,unknowns,UNKNOWN,26.693,0.008,,,1,37.55,0.539
H9,P3,56,unknowns,UNKNOWN,26.684,-0.001,,,1,36.232,1.374
H10,A4,97,unknowns,UNKNOWN,26.348,-0.186,,,1,31.046,22.782
H10,A5,97,unknowns,UNKNOWN,26.427,-0.107,,,1,30.323,37.69
H10,A6,97,unknowns,UNKNOWN,26.528,-0.007,,,1,31.071,22.381
H10,A7,105,unknowns,UNKNOWN,27.267,0.733,NO,,1,28.658,120.196
H10,A8,105,unknowns,UNKNOWN,41.06,14.526,NO,,1,42.076,0.01
H10,A9,105,unknowns,UNKNOWN,45,18.466,NO,,1,Undetermined,
H10,A10,113,unknowns,UNKNOWN,26.44,-0.095,,,1,30.171,41.912
H10,A11,113,unknowns,UNKNOWN,26.464,-0.07,,,1,30.105,43.861
H10,A12,113,unknowns,UNKNOWN,26.56,0.025,,,1,29.933,49.464
H10,A13,121,unknowns,UNKNOWN,26.481,-0.053,,,1,29.302,76.755
H10,A14,121,unknowns,UNKNOWN,26.581,0.047,,,1,29.036,92.404
H10,A15,121,unknowns,UNKNOWN,26.427,-0.107,,,1,28.669,119.277
H10,A16,129,unknowns,UNKNOWN,26.596,0.062,,,1,33.615,3.802
H10,A17,129,unknowns,UNKNOWN,26.564,0.029,,,1,33.228,4.982
H10,A18,129,unknowns,UNKNOWN,26.732,0.198,,,1,33.094,5.47
H10,A19,137,unknowns,UNKNOWN,26.53,-0.004,,,1,33.231,4.969
H10,A20,137,unknowns,UNKNOWN,26.652,0.118,,,1,33.725,3.522
H10,A21,137,unknowns,UNKNOWN,26.45,-0.085,,,1,33.062,5.591
H10,A22,ntc,ntc,NTC,26.552,0.018,,,1,Undetermined,
H10,A23,ntc,ntc,NTC,26.543,0.008,,,1,Undetermined,
H10,A24,ntc,ntc,NTC,26.61,0.075,,,1,Undetermined,
H10,B4,98,unknowns,UNKNOWN,26.541,0.007,,,1,30.574,31.654
H10,B5,98,unknowns,UNKNOWN,26.459,-0.075,,,1,30.685,29.287
H10,B6,98,unknowns,UNKNOWN,26.537,0.002,,,1,30.584,31.431
H10,B7,106,unknowns,UNKNOWN,27.473,0.939,NO,,1,41.822,0.013
H10,B8,106,unknowns,UNKNOWN,38.121,11.586,NO,,1,Undetermined,
H10,B9,106,unknowns,UNKNOWN,45,18.466,NO,,1,Undetermined,
H10,B10,114,unknowns,UNKNOWN,26.635,0.101,,,1,32.563,7.916
H10,B11,114,unknowns,UNKNOWN,26.537,0.003,,,1,31.678,14.667
H10,B12,114,unknowns,UNKNOWN,26.479,-0.055,,,1,31.836,13.136
H10,B13,122,unknowns,UNKNOWN,26.486,-0.048,,,1,30.174,41.823
H10,B14,122,unknowns,UNKNOWN,26.49,-0.045,,,1,29.826,53.275
H10,B15,122,unknowns,UNKNOWN,26.568,0.033,,,1,29.99,47.541
H10,B16,130,unknowns,UNKNOWN,26.689,0.155,,,1,32.542,8.035
H10,B17,130,unknowns,UNKNOWN,26.773,0.238,,,1,32.467,8.466
H10,B18,130,unknowns,UNKNOWN,26.78,0.246,,,1,32.273,9.689
H10,B19,138,unknowns,UNKNOWN,26.657,0.123,,,1,33.712,3.554
H10,B20,138,unknowns,UNKNOWN,26.708,0.174,,,1,31.966,12.002
H10,B21,138,unknowns,UNKNOWN,26.708,0.173,,,1,32.994,5.862
H10,B22,ntc,ntc,NTC,26.496,-0.038,,,1,Undetermined,
H10,B23,ntc,ntc,NTC,26.458,-0.077,,,1,Undetermined,
H10,B24,ntc,ntc,NTC,26.459,-0.075,,,1,Undetermined,
H10,C4,99,unknowns,UNKNOWN,26.575,0.041,,,1,30.962,24.143
H10,C5,99,unknowns,UNKNOWN,26.468,-0.066,,,1,32.238,9.928
H10,C6,99,unknowns,UNKNOWN,26.517,-0.018,,,1,31.758,13.87
H10,C7,107,field_neg,UNKNOWN,26.512,-0.022,,,1,Undetermined,
H10,C8,107,field_neg,UNKNOWN,26.598,0.064,,,1,Undetermined,
H10,C9,107,field_neg,UNKNOWN,26.518,-0.016,,,1,Undetermined,
H10,C10,115,unknowns,UNKNOWN,26.559,0.025,,,1,31.771,13.747
H10,C11,115,unknowns,UNKNOWN,26.583,0.048,,,1,31.175,20.817
H10,C12,115,unknowns,UNKNOWN,26.63,0.095,,,1,30.954,24.287
H10,C13,123,unknowns,UNKNOWN,26.65,0.116,,,1,30.173,41.854
H10,C14,123,unknowns,UNKNOWN,26.572,0.037,,,1,30.375,36.346
H10,C15,123,unknowns,UNKNOWN,26.655,0.121,,,1,29.736,56.719
H10,C16,131,unknowns,UNKNOWN,26.656,0.122,,,1,32.418,8.756
H10,C17,131,unknowns,UNKNOWN,26.651,0.117,,,1,32.631,7.55
H10,C18,131,unknowns,UNKNOWN,26.797,0.262,,,1,32.842,6.515
H10,C19,139,unknowns,UNKNOWN,26.617,0.082,,,1,33.331,4.634
H10,C20,139,unknowns,UNKNOWN,26.714,0.18,,,1,32.975,5.942
H10,C21,139,unknowns,UNKNOWN,26.692,0.158,,,1,33.132,5.325
H10,C22,ntc,ntc,NTC,26.491,-0.044,,,1,Undetermined,
H10,C23,ntc,ntc,NTC,26.683,0.149,,,1,Undetermined,
H10,C24,ntc,ntc,NTC,26.518,-0.016,,,1,Undetermined,
H10,D4,100,unknowns,UNKNOWN,26.596,0.062,,,1,31.184,20.695
H10,D5,100,unknowns,UNKNOWN,26.58,0.045,,,1,30.909,25.051
H10,D6,100,unknowns,UNKNOWN,26.469,-0.066,,,1,30.419,35.244
H10,D7,108,unknowns,UNKNOWN,26.648,0.114,,,1,30.337,37.322
H10,D8,108,unknowns,UNKNOWN,26.64,0.106,,,1,31.148,21.22
H10,D9,108,unknowns,UNKNOWN,26.654,0.119,,,1,31.041,22.85
H10,D10,116,unknowns,UNKNOWN,26.755,0.22,,,1,34.446,2.131
H10,D11,116,unknowns,UNKNOWN,26.606,0.072,,,1,32.512,8.202
H10,D12,116,unknowns,UNKNOWN,26.767,0.232,,,1,32.254,9.814
H10,D13,124,unknowns,UNKNOWN,26.62,0.085,,,1,31.443,17.276
H10,D14,124,unknowns,UNKNOWN,26.669,0.135,,,1,31.429,17.44
H10,D15,124,unknowns,UNKNOWN,26.61,0.076,,,1,31.438,17.33
H10,D16,132,unknowns,UNKNOWN,26.691,0.157,,,1,34.007,2.895
H10,D17,132,unknowns,UNKNOWN,26.834,0.3,,,1,33.476,4.189
H10,D18,132,unknowns,UNKNOWN,26.774,0.24,,,1,33.298,4.743
H10,D19,140,unknowns,UNKNOWN,26.85,0.315,,,1,33.818,3.301
H10,D20,140,unknowns,UNKNOWN,26.846,0.311,,,1,34.502,2.05
H10,D21,140,unknowns,UNKNOWN,26.806,0.272,,,1,34.428,2.158
H10,D22,60,unknowns,UNKNOWN,26.704,0.17,,,1,34.264,2.42
H10,D23,60,unknowns,UNKNOWN,26.644,0.11,,,1,34.244,2.454
H10,D24,60,unknowns,UNKNOWN,26.589,0.055,,,1,32.832,6.564
H10,E4,101,unknowns,UNKNOWN,26.442,-0.092,,,1,31.864,12.879
H10,E5,101,unknowns,UNKNOWN,26.583,0.049,,,1,31.815,13.33
H10,E6,101,unknowns,UNKNOWN,26.521,-0.013,,,1,31.217,20.225
H10,E7,109,unknowns,UNKNOWN,26.57,0.036,,,1,32.909,6.222
H10,E8,109,unknowns,UNKNOWN,26.627,0.092,,,1,34.41,2.185
H10,E9,109,unknowns,UNKNOWN,26.678,0.143,,,1,32.694,7.227
H10,E10,117,unknowns,UNKNOWN,26.718,0.184,,,1,33.007,5.809
H10,E11,117,unknowns,UNKNOWN,26.618,0.084,,,1,32.604,7.692
H10,E12,117,unknowns,UNKNOWN,26.581,0.046,,,1,32.27,9.707
H10,E13,125,unknowns,UNKNOWN,26.531,-0.003,,,1,32.103,10.904
H10,E14,125,unknowns,UNKNOWN,26.584,0.049,,,1,31.546,16.08
H10,E15,125,unknowns,UNKNOWN,26.737,0.202,,,1,31.859,12.927
H10,E16,133,unknowns,UNKNOWN,26.633,0.099,,,1,33.375,4.494
H10,E17,133,unknowns,UNKNOWN,27.002,0.468,,,1,34.672,1.821
H10,E18,133,unknowns,UNKNOWN,26.901,0.367,,,1,34.336,2.302
H10,E19,141,unknowns,UNKNOWN,26.744,0.209,,,1,33.998,2.913
H10,E20,141,unknowns,UNKNOWN,26.934,0.4,,,1,33.712,3.556
H10,E21,141,unknowns,UNKNOWN,26.872,0.338,,,1,33.637,3.745
H10,E22,61,unknowns,UNKNOWN,26.739,0.205,,,1,33.523,4.054
H10,E23,61,unknowns,UNKNOWN,26.592,0.057,,,1,32.872,6.383
H10,E24,61,unknowns,UNKNOWN,26.434,-0.101,,,1,33.012,5.79
H10,F4,102,unknowns,UNKNOWN,26.409,-0.125,,,1,32.096,10.96
H10,F5,102,unknowns,UNKNOWN,26.559,0.025,,,1,32.276,9.67
H10,F6,102,unknowns,UNKNOWN,26.59,0.056,,,1,31.957,12.072
H10,F7,110,unknowns,UNKNOWN,26.769,0.234,,,1,30.918,24.902
H10,F8,110,unknowns,UNKNOWN,26.618,0.084,,,1,31.08,22.251
H10,F9,110,unknowns,UNKNOWN,26.631,0.097,,,1,30.723,28.527
H10,F10,118,unknowns,UNKNOWN,26.573,0.039,,,1,32.232,9.965
H10,F11,118,unknowns,UNKNOWN,26.801,0.266,,,1,32.313,9.421
H10,F12,118,unknowns,UNKNOWN,26.735,0.2,,,1,31.591,15.58
H10,F13,126,unknowns,UNKNOWN,26.535,0,,,1,34.462,2.108
H10,F14,126,unknowns,UNKNOWN,26.544,0.01,,,1,34.885,1.57
H10,F15,126,unknowns,UNKNOWN,26.471,-0.064,,,1,34.736,1.742
H10,F16,134,unknowns,UNKNOWN,26.989,0.454,,,1,32.32,9.377
H10,F17,134,unknowns,UNKNOWN,26.9,0.366,,,1,32.2,10.195
H10,F18,134,unknowns,UNKNOWN,27.055,0.52,,,1,32.706,7.164
H10,F19,142,unknowns,UNKNOWN,26.756,0.222,,,1,32.072,11.145
H10,F20,142,unknowns,UNKNOWN,26.817,0.283,,,1,32.191,10.261
H10,F21,142,unknowns,UNKNOWN,26.875,0.341,,,1,32.562,7.919
H10,F22,62,unknowns,UNKNOWN,26.543,0.008,,,1,Undetermined,
H10,F23,62,unknowns,UNKNOWN,26.52,-0.015,,,1,35.943,0.751
H10,F24,62,unknowns,UNKNOWN,26.316,-0.218,,,1,Undetermined,
H10,G4,103,unknowns,UNKNOWN,26.463,-0.072,,,1,32.941,6.081
H10,G5,103,unknowns,UNKNOWN,26.597,0.063,,,1,32.787,6.772
H10,G6,103,unknowns,UNKNOWN,26.697,0.163,,,1,32.115,10.816
H10,G7,111,unknowns,UNKNOWN,26.756,0.222,,,1,30.647,30.072
H10,G8,111,unknowns,UNKNOWN,26.528,-0.006,,,1,30.797,27.094
H10,G9,111,unknowns,UNKNOWN,26.586,0.051,,,1,31.207,20.359
H10,G10,119,unknowns,UNKNOWN,26.614,0.079,,,1,32.772,6.844
H10,G11,119,unknowns,UNKNOWN,26.784,0.25,,,1,32.627,7.572
H10,G12,119,unknowns,UNKNOWN,26.7,0.166,,,1,32.436,8.649
H10,G13,127,unknowns,UNKNOWN,26.49,-0.045,,,1,32.276,9.669
H10,G14,127,unknowns,UNKNOWN,26.406,-0.128,,,1,32.195,10.228
H10,G15,127,unknowns,UNKNOWN,26.424,-0.111,,,1,32.505,8.241
H10,G16,135,unknowns,UNKNOWN,26.742,0.207,NO,,1,34.465,2.104
H10,G17,135,unknowns,UNKNOWN,27.95,1.415,NO,,1,35.323,1.157
H10,G18,135,unknowns,UNKNOWN,28.279,1.745,NO,,1,37.695,0.222
H10,G19,143,unknowns,UNKNOWN,27.011,0.477,,,1,34.149,2.622
H10,G20,143,unknowns,UNKNOWN,26.944,0.41,,,1,35.379,1.113
H10,G21,143,unknowns,UNKNOWN,26.977,0.443,,,1,34.374,2.242
H10,G22,63,unknowns,UNKNOWN,26.469,-0.065,,,1,33.856,3.215
H10,G23,63,unknowns,UNKNOWN,26.454,-0.08,,,1,34.21,2.513
H10,G24,63,unknowns,UNKNOWN,26.434,-0.1,,,1,33.668,3.665
H10,H4,104,unknowns,UNKNOWN,26.413,-0.122,,,1,31.247,19.796
H10,H5,104,unknowns,UNKNOWN,26.343,-0.192,,,1,31.008,23.386
H10,H6,104,unknowns,UNKNOWN,26.648,0.114,,,1,30.985,23.76
H10,H7,112,unknowns,UNKNOWN,26.624,0.09,,,1,29.616,61.7
H10,H8,112,unknowns,UNKNOWN,26.72,0.185,,,1,29.9,50.61
H10,H9,112,unknowns,UNKNOWN,26.39,-0.144,,,1,29.493,67.202
H10,H10,120,unknowns,UNKNOWN,26.381,-0.153,,,1,29.064,90.624
H10,H11,120,unknowns,UNKNOWN,26.413,-0.122,,,1,29.306,76.559
H10,H12,120,unknowns,UNKNOWN,26.425,-0.11,,,1,29.309,76.379
H10,H13,128,unknowns,UNKNOWN,26.549,0.015,,,1,30.971,24.002
H10,H14,128,unknowns,UNKNOWN,26.835,0.3,,,1,31.447,17.223
H10,H15,128,unknowns,UNKNOWN,26.645,0.111,,,1,31.342,18.538
H10,H16,136,unknowns,UNKNOWN,26.249,-0.286,,,1,31.575,15.76
H10,H17,136,unknowns,UNKNOWN,26.517,-0.017,,,1,32.468,8.46
H10,H18,136,unknowns,UNKNOWN,26.502,-0.033,,,1,33.833,3.267
H10,H19,144,unknowns,UNKNOWN,26.452,-0.083,,,1,32.143,10.608
H10,H20,144,unknowns,UNKNOWN,26.499,-0.036,,,1,31.725,14.189
H10,H21,144,unknowns,UNKNOWN,26.472,-0.062,,,1,31.134,21.428
H10,H22,64,unknowns,UNKNOWN,26.554,0.019,,,1,28.271,157.464
H10,H23,64,unknowns,UNKNOWN,26.528,-0.006,,,1,28.511,133.209
H10,H24,64,unknowns,UNKNOWN,26.439,-0.095,,,1,28.464,137.622
H10,I1,145,unknowns,UNKNOWN,26.385,-0.149,,,1,31.794,13.522
H10,I2,145,unknowns,UNKNOWN,26.681,0.147,,,1,31.709,14.353
H10,I3,145,unknowns,UNKNOWN,26.772,0.237,,,1,31.775,13.707
H10,I4,153,unknowns,UNKNOWN,26.514,-0.021,,,1,30.725,28.493
H10,I5,153,unknowns,UNKNOWN,26.543,0.008,,,1,30.67,29.597
H10,I6,153,unknowns,UNKNOWN,26.447,-0.087,,,1,30.036,46.028
H10,I7,161,unknowns,UNKNOWN,26.425,-0.109,,,1,33.773,3.408
H10,I8,161,unknowns,UNKNOWN,26.679,0.145,,,1,34.846,1.614
H10,I9,161,unknowns,UNKNOWN,26.479,-0.055,,,1,34.743,1.733
H10,I10,169,unknowns,UNKNOWN,26.421,-0.114,,,1,34.396,2.207
H10,I11,169,unknowns,UNKNOWN,26.581,0.047,,,1,33.133,5.322
H10,I12,169,unknowns,UNKNOWN,26.346,-0.188,,,1,33.023,5.745
H10,I13,177,unknowns,UNKNOWN,45,18.466,NO,,1,Undetermined,
H10,I14,177,unknowns,UNKNOWN,45,18.466,NO,,1,Undetermined,
H10,I15,177,unknowns,UNKNOWN,45,18.466,NO,,1,Undetermined,
H10,I16,185,unknowns,UNKNOWN,26.655,0.121,NO,,1,32.286,9.602
H10,I17,185,unknowns,UNKNOWN,27.661,1.126,NO,,1,32.981,5.917
H10,I18,185,unknowns,UNKNOWN,30.397,3.863,NO,,1,35.004,1.445
