"Gridcell_ID","WM_ngdc_depth_m"
22015,-995.204892086331
22016,-947.295048934945
22017,-522.920183749641
22018,-388.509200690052
22019,-577.223116733755
22020,-859.215189873418
22021,-1060.22816091954
22022,-1177.65928694652
22023,-1363.36889016676
22024,-1533.59810126582
22025,-1644.57528735632
22026,-1719.63552745042
22027,-1758.51237054085
22028,-1771.7515813686
22029,-1651.76710753306
22030,-1568.07161345988
22031,-1579.06352400115
22032,-1425.61489790049
22033,-1182.10558112773
22034,-791.19206440483
22035,-567.636703044227
22036,-543.082566168009
22037,-935.490071942446
22038,-1245.73619102417
22039,-1241.97098534904
22040,-1217.32489936745
22041,-1145.61726618705
22042,-1142.80707303048
22043,-1142.78119608971
22044,-1118.21650373778
22045,-1071.39504750936
22046,-987.702041990221
22047,-974.991371872304
22048,-993.144664941041
22049,-952.400287769784
22050,-909.78071942446
22051,-715.469100316183
22052,-815.636755823986
22053,-829.182681242808
22054,-802.297756041427
22055,-811.77372052904
22056,-763.29726618705
22057,-680.856197871729
22058,-602.546160483175
22059,-486.068162208801
22060,-328.01035971223
22061,-63.8996138996139
22062,-7.05
22260,-4277.17687661777
22261,-4522.24432960092
22262,-4677.33333333333
22263,-4516.67873563218
22264,-4470.02098907418
22265,-4159.2143472023
22266,-4067.72105716748
22267,-4121.5152386429
22268,-4338.41807747489
22269,-4535.42857142857
22270,-4514.76615914967
22271,-4372.59277315744
22272,-4371.46810966811
22273,-4329.83671718616
22274,-4183.84628670121
22275,-4198.55347901093
22276,-4248.94153052451
22277,-4262.24978516184
22278,-4239.0619212963
22279,-4245.72883295195
22280,-4263.28657314629
22281,-4234.52025462963
22282,-4224.02971428571
22283,-4178.45851277634
22284,-4271.2192451743
22285,-4316.3002566296
22286,-4265.50737207285
22287,-4221.56423611111
22288,-4174.3339031339
22289,-4206.48934945308
22290,-4236.01477272727
22291,-4288.80270956816
22292,-4294.86805555556
22293,-4348.62239583333
22294,-3692.4159568427
22295,-3747.32102272727
22296,-4043.31271477663
22297,-4543.39287749288
22298,-4635.40711805556
22299,-3993.54774305556
22300,-3926.94640820981
22301,-4066.14864083285
22302,-4048.34069400631
22303,-4279.04570122822
22304,-4221.44617604618
22305,-3829.54067260707
22306,-3909.84043465828
22307,-3816.9576246757
22308,-3949.64462334675
22309,-3941.78166189112
22310,-3929.53211009174
22311,-3915.8149003754
22312,-3852.89425550157
22313,-3831.84633093525
22314,-3705.02299511354
22315,-3795.19706980753
22316,-3795.38865004299
22317,-3561.33669645431
22318,-3554.03183252079
22319,-3594.05334098079
22320,-3229.98418176589
22321,-2897.10638297872
22322,-2659.26176808266
22323,-2463.16111430213
22324,-2300.63479758829
22325,-2797.40201438849
22326,-3436.0947459087
22327,-3526.76522988506
22328,-3477.79936763438
22329,-2996.24175509034
22330,-2276.25380856568
22331,-1534.73734177215
22332,-1144.25896185833
22333,-1000.34243818286
22334,-861.074798619102
22335,-847.649928263988
22336,-796.046237794371
22337,-721.682863714779
22338,-1108.41343669251
22339,-1149.73930519667
22340,-1145.5236039148
22341,-1161.62668579627
22342,-1051.49052812859
22343,-711.515971223022
22344,-562.826149425287
22345,-745.314490674318
22346,-661.167912593444
22347,-421.789428325194
22348,-538.823901177822
22349,-529.555109070034
22350,-574.127482014389
22351,-618.053130384836
22352,-616.305747126437
22353,-941.882724920954
22354,-1104.33457890198
22355,-1317.19534616489
22356,-1503.32701149425
22357,-1599.41149425287
22358,-1515.0074734119
22359,-1356.20833333333
22360,-1242.30574712644
22361,-1071.9724137931
22362,-1169.71284851969
22363,-982.878770468256
22364,-737.65422171166
22365,-691.86248561565
22366,-1037.3982173663
22367,-1300.64263142775
22368,-1273.34320206956
22369,-1253.70836928387
22370,-1226.50071818443
22371,-1194.94197069808
22372,-1162.61494252874
22373,-1127.2573402418
22374,-1102.41827061189
22375,-1068.46507617131
22376,-1039.59028177113
22377,-1010.72217428818
22378,-970.332183908046
22379,-831.973563218391
22380,-826.343111878056
22381,-645.081943645773
22382,-800.208680655361
22383,-814.179125934445
22384,-807.273799252229
22385,-793.947973555619
22386,-731.364211737629
22387,-665.252876869965
22388,-528.249928098936
22389,-412.143719459615
22390,-247.115329306874
22391,-33.9833040421793
22589,-4156.72093023256
22590,-4420.14290133003
22591,-4599.14179104478
22592,-4638.15236728838
22593,-4467.02065997131
22594,-4353.65813686026
22595,-4100.32777937374
22596,-4197.59776376147
22597,-4214.33572659391
22598,-4315.58124820247
22599,-4488.20978820836
22600,-4475.77298850575
22601,-4450.02617198735
22602,-4398.12994836489
22603,-4385.70863206194
22604,-4181.56714697406
22605,-4143.70764403879
22606,-4257.57365684575
22607,-4297.65894134478
22608,-4257.79163083978
22609,-4257.31685458225
22610,-4232.98204104903
22611,-4217.87550316274
22612,-4211.54484953704
22613,-4184.80576759966
22614,-4259.76171197224
22615,-4338.55121527778
22616,-4297.99116809117
22617,-4241.45572916667
22618,-4168.41406920217
22619,-4168.83112115222
22620,-4241.53356481481
22621,-4245.0603988604
22622,-4243.38859953704
22623,-4385.31886574074
22624,-3974.21737891738
22625,-3822.60445601852
22626,-4139.0803673938
22627,-4564.16572875633
22628,-4643.64930555556
22629,-3949.37858783008
22630,-3881.06777713957
22631,-4015.79484953704
22632,-4018.67507082153
22633,-4077.6332948644
22634,-4101.69913294798
22635,-3767.69908727895
22636,-4009.11127084531
22637,-3904.58474820144
22638,-3917.43532763533
22639,-3943.15075231481
22640,-3912.5167765988
22641,-3891.05751072961
22642,-3825.61062969382
22643,-3829.37828571429
22644,-3790.73298880276
22645,-3785.3781294964
22646,-3775.15569547796
22647,-3766.42087056789
22648,-3762.80137575236
22649,-3425.08051575931
22650,-2744.54493087558
22651,-2468.16628440367
22652,-2403.48938611589
22653,-2725.28846153846
22654,-2691.16681022107
22655,-2993.23267184354
22656,-3459.73601147776
22657,-3504.9132931381
22658,-3298.60034453058
22659,-2811.49670014347
22660,-2055.10836447255
22661,-1351.72604704532
22662,-999.364810562572
22663,-913.857060684498
22664,-1017.4886787045
22665,-993.997126436782
22666,-870.157652474108
22667,-1033.87639484979
22668,-1137.53319919517
22669,-1164.5427092321
22670,-1040.35761399484
22671,-978.82466225927
22672,-825.709445879989
22673,-433.504016064257
22674,-244.597066436583
22675,-348.673457675753
22676,-429.734711455642
22677,-309.829072105717
22678,-341.922391491808
22679,-242.386020881671
22680,-140.976706170821
22681,-53.3308486238532
22682,-44.0723404255319
22683,-110.30767020971
22684,-134.758115484056
22685,-353.631533601379
22686,-728.256101062303
22687,-1102.02958919851
22688,-1199.32050545663
22689,-1146.49770114943
22690,-1111.14244686962
22691,-1108.29252873563
22692,-1033.98102903133
22693,-824.37474892396
22694,-838.961483184823
22695,-989.472716829408
22696,-1304.09790410566
22697,-1307.01955146636
22698,-1286.00689655172
22699,-1266.50602755454
22700,-1228.69022988506
22701,-1189.97123957435
22702,-1164.34480780264
22703,-1136.66915565767
22704,-1104.11964337072
22705,-1078.08302212008
22706,-1031.87219988512
22707,-823.146018970969
22708,-917.027298850575
22709,-882.970706490523
22710,-843.733409939672
22711,-805.622088006902
22712,-808.83591954023
22713,-802.310057471264
22714,-805.677206093705
22715,-802.018970968669
22716,-751.009192760701
22717,-592.888218390805
22718,-396.485492674519
22719,-225.146018970969
22720,-73.6214264219079
22721,-11.3157894736842
22919,-3982.2736248237
22920,-4469.13916786227
22921,-4674.888410786
22922,-4528.25616752725
22923,-4445.21479782048
22924,-4298.35572782084
22925,-4257.76012640046
22926,-4435.8433113721
22927,-4332.65987955262
22928,-4415.04372842347
22929,-4455.54891304348
22930,-4482.51990767455
22931,-4461.87167762218
22932,-4429.69859478061
22933,-4430.2082853855
22934,-4230.54981444476
22935,-4159.31966503032
22936,-4318.29521352823
22937,-4307.37442791762
22938,-4280.60848240046
22939,-4265.39988639591
22940,-4233.8521412037
22941,-4212.38395415473
22942,-4207.71543316122
22943,-4221.16258992806
22944,-4295.55783475783
22945,-4352.71730324074
22946,-4312.26187750429
22947,-4287.34975651676
22948,-4193.58912732475
22949,-4129.66068376068
22950,-4211.14814814815
22951,-4227.59002849003
22952,-4191.28530092593
22953,-4293.49565972222
22954,-4347.93931623932
22955,-4371.13483796296
22956,-4571.82184729768
22957,-4634.67077363897
22958,-4470.68479816776
22959,-4045.37492877493
22960,-3886.51128472222
22961,-3962.71961009174
22962,-4034.45140885566
22963,-4045.07663605052
22964,-4063.62905982906
22965,-4033.39814814815
22966,-4023.43553907587
22967,-3984.5409365125
22968,-3894.18787878788
22969,-3858.12585421412
22970,-3892.09818076812
22971,-3879.19062589311
22972,-3854.59632500718
22973,-3833.11031312841
22974,-3801.52050473186
22975,-3776.72573233774
22976,-3757.61734401832
22977,-3751.84955498134
22978,-3748.80235564493
22979,-3540.28006872852
22980,-3096.81174438687
22981,-2778.11378618515
22982,-2560.71674311927
22983,-2865.12395982783
22984,-2953.58826912018
22985,-3228.17991391679
22986,-3515.0146257528
22987,-3466.4476026414
22988,-3061.04928366762
22989,-2384.79833381212
22990,-1722.78259620908
22991,-1308.23896848138
22992,-1119.50833333333
22993,-1033.41714449541
22994,-997.33448176859
22995,-924.900546133947
22996,-646.553136637067
22997,-934.329787234042
22998,-1099.37002006306
22999,-1134.86722110697
23000,-1059.91714614499
23001,-956.751720183486
23002,-954.493405963303
23003,-561.953722334004
23004,-140.384858044164
23005,-338.708010335917
23006,-197.103042479908
23007,-117.542168674699
23008,-49.8078690407812
23009,-16.1525630593979
23010,-11.7949152542373
23011,-27.1234390009606
23012,-46.6947791164659
23013,-71.3242467718795
23014,-249.61534041942
23015,-495.14552238806
23016,-811.672027570362
23017,-1084.57819225251
23018,-1167.36721217341
23019,-1146.85316891311
23020,-1092.50775862069
23021,-1038.39000574383
23022,-802.059936908517
23023,-816.224009190121
23024,-986.674899483056
23025,-1152.63511187608
23026,-1313.28887611383
23027,-1308.82682366456
23028,-1313.29317269076
23029,-1266.86950273067
23030,-1227.5302899799
23031,-1188.39701663798
23032,-1149.59528600172
23033,-1075.36538461538
23034,-861.752009184845
23035,-647.86091954023
23036,-714.738580867567
23037,-792.423076923077
23038,-896.981609195402
23039,-851.358886017801
23040,-839.380993396497
23041,-815.365047427422
23042,-796.691358024691
23043,-791.379092475589
23044,-799.049971280873
23045,-799.425165182419
23046,-740.32711085583
23047,-437.475574712644
23048,-169.037345590348
23049,-31.3579282407407
23050,-9.25887445887446
23249,-4134.80831265509
23250,-4595.37144498707
23251,-4693.63148838543
23252,-4485.18153140235
23253,-4377.02579535684
23254,-4283.04812374678
23255,-4359.46806674338
23256,-4467.39725243274
23257,-4338.21613088404
23258,-4410.79483500717
23259,-4485.19242902208
23260,-4498.0217702664
23261,-4417.09002293578
23262,-4386.77139574957
23263,-4395.39221299742
23264,-4259.31098964327
23265,-4213.34526195248
23266,-4281.21737883568
23267,-4275.75560022975
23268,-4256.77114998566
23269,-4239.05199655271
23270,-4215.15944095836
23271,-4183.56336805556
23272,-4185.96485260771
23273,-4182.28744588745
23274,-4289.52990224267
23275,-4338.75630733945
23276,-4325.18179190751
23277,-4336.79471316085
23278,-4246.10127314815
23279,-4129.96524216524
23280,-4221.71180555556
23281,-4227.43875790684
23282,-4176.62098623853
23283,-4208.91435185185
23284,-4247.14444444444
23285,-4441.40364583333
23286,-4585.53903133903
23287,-4446.3287037037
23288,-4081.31513083049
23289,-3929.76879108317
23290,-3836.08646616541
23291,-3868.86545039909
23292,-3971.3208912037
23293,-4101.60616341532
23294,-4102.43245588661
23295,-4046.00200688073
23296,-3996.77942857143
23297,-3971.41198501873
23298,-3907.24749642346
23299,-3870.68958573073
23300,-3874.25728987993
23301,-3852.36616886847
23302,-3830.75846242111
23303,-3814.98597595879
23304,-3795.74014388489
23305,-3761.348
23306,-3743.7309352518
23307,-3728.28951890034
23308,-3728.38443870227
23309,-3591.99856610267
23310,-3501.5372706422
23311,-3088.29727403156
23312,-2645.98968481375
23313,-3025.65154994259
23314,-3214.11340798162
23315,-3468.18338108883
23316,-3539.8471026965
23317,-3372.83070301291
23318,-2795.01031518625
23319,-2024.60218140069
23320,-1446.87886597938
23321,-1164.32586850416
23322,-1102.98737808376
23323,-1043.38130733945
23324,-991.715722908882
23325,-794.949914138523
23326,-523.268467950561
23327,-1001.88965319576
23328,-1113.04297994269
23329,-1150.69663889687
23330,-1071.74627720504
23331,-983.158227848101
23332,-923.07982832618
23333,-544.882032146957
23334,-393.328452483491
23335,-154.03323782235
23336,-99.4116125323369
23337,-76.0702609693146
23338,-59.2076283338113
23339,-51.3916164226242
23340,-55.6328460877042
23341,-60.6236713588049
23342,-160.924003441354
23343,-443.418364418938
23344,-619.170395869191
23345,-890.768502581756
23346,-1014.13260619977
23347,-1063.95781922525
23348,-1038.85993111366
23349,-1002.50889271371
23350,-987.474016652311
23351,-1081.87904843795
23352,-1226.57089552239
23353,-1167.94771617351
23354,-1100.56934097421
23355,-1244.5814889336
23356,-1325.31649928264
23357,-1326.87923121056
23358,-1286.91094513071
23359,-1065.27846286206
23360,-805.250574052813
23361,-600.538925596093
23362,-467.424598623853
23363,-253.738518943743
23364,-239.53616532721
23365,-476.358003442341
23366,-813.558172938811
23367,-856.035294117647
23368,-836.299196787149
23369,-814.14757393052
23370,-768.454806312769
23371,-749.412456946039
23372,-764.49052268811
23373,-765.634510479472
23374,-778.9718552556
23375,-709.660545193687
23376,-434.807239299052
23377,-186.823816355811
23378,-36.4285304247991
23379,-10.6194070080863
23579,-4526.80524642289
23580,-4569.1469492982
23581,-4576.22522263717
23582,-4329.81232091691
23583,-4276.32053852764
23584,-4197.36923517617
23585,-4357.75064636599
23586,-4479.40400572246
23587,-4394.36689615605
23588,-4291.86496559633
23589,-4294.82525107604
23590,-4498.98258138207
23591,-4446.19717497838
23592,-4357.11919019105
23593,-4270.13544668588
23594,-4270.68463073852
23595,-4216.35741007194
23596,-4280.87289345901
23597,-4274.89032443296
23598,-4256.11625899281
23599,-4231.74629840547
23600,-4221.98585450346
23601,-4207.46202170188
23602,-4156.90697674419
23603,-3827.58746438746
23604,-4227.68460648148
23605,-4292.89230769231
23606,-4290.0568733924
23607,-4271.70655270655
23608,-4266.31539351852
23609,-4165.05258645327
23610,-4244.49004903375
23611,-4210.35532407407
23612,-4139.63988603989
23613,-4084.65856481481
23614,-4133.37179487179
23615,-4301.99855324074
23616,-4494.49943019943
23617,-4163.01475694444
23618,-4226.68205128205
23619,-3949.49728493855
23620,-3859.91403358952
23621,-3908.35358796296
23622,-4073.40497996566
23623,-4061.98649813272
23624,-4009.29008288082
23625,-3992.20895522388
23626,-3969.00115141048
23627,-3946.61617312073
23628,-3855.97461782521
23629,-3808.11632536974
23630,-3823.50390060676
23631,-3838.89439225733
23632,-3820.99134199134
23633,-3803.8252067294
23634,-3756.53197004608
23635,-3725.91257142857
23636,-3723.82466225927
23637,-3708.43961076131
23638,-3701.7954805492
23639,-3619.09289617486
23640,-3573.77990841442
23641,-3311.40871309831
23642,-2770.46376396448
23643,-3288.90089054869
23644,-3427.53453711665
23645,-3552.18304210828
23646,-3475.37758027523
23647,-3039.17483519633
23648,-2484.58784752078
23649,-1604.52137733142
23650,-1112.0518327606
23651,-1111.18059144416
23652,-1087.70083023189
23653,-1049.32567489948
23654,-993.07985117344
23655,-789.903188738868
23656,-712.376790830946
23657,-1082.65738880918
23658,-1147.35216518497
23659,-1159.8692791762
23660,-987.879919563344
23661,-949.269473081329
23662,-854.477148605921
23663,-710.769736842105
23664,-301.389893769739
23665,-105.382808022923
23666,-98.4868119266055
23667,-92.1299856527977
23668,-94.4812374677743
23669,-94.8237151880563
23670,-101.691690544413
23671,-217.502009184845
23672,-568.053852764251
23673,-814.062266857963
23674,-974.723544594207
23675,-1092.91571100917
23676,-1004.665232358
23677,-836.469896788991
23678,-684.47377472055
23679,-457.910996267585
23680,-680.630989956958
23681,-1093.41501862998
23682,-1230.98450502152
23683,-1174.77112575193
23684,-1271.82687338501
23685,-1332.15027244049
23686,-1307.26167956435
23687,-1199.68188343382
23688,-639.329610538373
23689,-162.710581222057
23690,-66.548260013132
23691,-45.1978751660027
23692,-21.3322033898305
23693,-129.202101359703
23694,-367.719368723099
23695,-735.086632243259
23696,-795.837729357798
23697,-811.706490522688
23698,-784.517350157729
23699,-738.065710186514
23700,-644.780837636259
23701,-609.844807802639
23702,-618.830177854274
23703,-736.987664945496
23704,-699.062248995984
23705,-471.8631276901
23706,-119.3705510907
23707,-37.1150975889782
23708,-11.5215882806476
23709,-3.01785714285714
23908,-4635.18181818182
23909,-4727.66778625954
23910,-4480.3048955053
23911,-4442.2367967853
23912,-4193.97305818286
23913,-4285.39604810997
23914,-4196.80687679083
23915,-4125.04523332379
23916,-4328.38925596093
23917,-4459.33218982276
23918,-4253.71575931232
23919,-4165.58376362593
23920,-4482.87346120813
23921,-4591.17508610792
23922,-4303.86556064073
23923,-4461.85845535458
23924,-4375.53215204344
23925,-4246.12464101091
23926,-4307.42216509569
23927,-4353.58620689655
23928,-4288.30119794638
23929,-4293.05461339465
23930,-4306.76426727846
23931,-4253.88914285714
23932,-4226.28215411057
23933,-4177.98474381117
23934,-4273.74513172967
23935,-4322.31758304696
23936,-4283.42942515652
23937,-4251.83304448296
23938,-4282.55907534247
23939,-4215.19212962963
23940,-4248.78347578348
23941,-4209.23929398148
23942,-4181.29316239316
23943,-4057.06684027778
23944,-4050.57037037037
23945,-4158.05381944444
23946,-4426.46809116809
23947,-4587.91059027778
23948,-4485.17521367521
23949,-4205.6565481353
23950,-3983.75831923294
23951,-4087.8737723859
23952,-4102.94520547945
23953,-3982.7544011544
23954,-3936.35837822512
23955,-3920.01586385924
23956,-3936.46699056873
23957,-3919.55848623853
23958,-3754.20411663808
23959,-3689.17451205511
23960,-3614.58971428571
23961,-3620.23466743449
23962,-3613.13654503991
23963,-3621.7907444668
23964,-3741.16295025729
23965,-3684.39942611191
23966,-3698.11801775995
23967,-3683.15371379409
23968,-3674.49585595885
23969,-3636.53277745831
23970,-3556.18049199085
23971,-3552.09541547278
23972,-3512.90799656062
23973,-3475.1416690565
23974,-3556.74591807505
23975,-3568.44116805039
23976,-3217.57580968759
23977,-2759.18002289639
23978,-2047.48523085747
23979,-1344.44304522038
23980,-1148.36574870912
23981,-1114.04008016032
23982,-1100.48293662174
23983,-1078.18728522337
23984,-1027.84772010324
23985,-860.403724928367
23986,-846.979650329607
23987,-1154.47834815027
23988,-1194.91031518625
23989,-1127.8893982808
23990,-1037.25887743414
23991,-927.055109070034
23992,-872.943045220378
23993,-728.156008029825
23994,-227.470369310049
23995,-105.068331897789
23996,-109.575800915332
23997,-106.289979902383
23998,-108.723319027182
23999,-195.664179104478
24000,-502.55126002291
24001,-716.334480780264
24002,-887.622922636103
24003,-1047.84002293578
24004,-1232.88108882521
24005,-1077.90856979077
24006,-716.899340407227
24007,-413.991399082569
24008,-330.038670867946
24009,-332.707317073171
24010,-739.40950744559
24011,-1115.8841410955
24012,-1262.97363896848
24013,-1307.71674311927
24014,-1339.14949784792
24015,-1272.97793696275
24016,-1118.33371592539
24017,-821.428285141712
24018,-381.997128087306
24019,-96.9259807549963
24021,-12.0714285714286
24022,-84.0172574626866
24023,-333.686944045911
24024,-656.392151246061
24025,-750.2912482066
24026,-758.136428776154
24027,-734.518497275595
24028,-724.47519357614
24029,-585.323015190599
24030,-573.888378766141
24031,-619.883061049011
24032,-674.635294117647
24033,-700.979644495413
24034,-520.501577287066
24035,-184.374533983367
24036,-33.1554790590935
24037,-11.2926829268293
24038,-5.215859030837
24238,-4507.57142857143
24239,-4561.4276711544
24240,-4421.69690898683
24241,-4382.63154881191
24242,-4197.89609644087
24243,-4322.75042930738
24244,-4344.39507586602
24245,-4180.21926815323
24246,-4156.57655846021
24247,-4365.34657142857
24248,-4104.13982808023
24249,-4014.47580876038
24250,-4369.19208715596
24251,-4594.13211323992
24252,-4302.64648493544
24253,-4408.71110476734
24254,-4332.40982194141
24255,-4193.07386200973
24256,-4240.82660944206
24257,-4293.38274082569
24258,-4243.31221461187
24259,-4277.25129236071
24260,-4338.95246277205
24261,-4313.21549014004
24262,-4278.96260348273
24263,-4325.18567715853
24264,-4329.83133903134
24265,-4342.78048082427
24266,-4270.78148148148
24267,-4241.02054398148
24268,-4235.65071225071
24269,-4215.48119212963
24270,-4246.89772079772
24271,-4185.82349537037
24272,-4191.38233618234
24273,-4078.06105324074
24274,-3989.29971509972
24275,-3977.7055954089
24276,-4159.36569951163
24277,-4452.63099315068
24278,-4402.12333911034
24279,-4259.96495726496
24280,-4170.0658235125
24281,-4169.7051645857
24282,-4029.0474537037
24283,-3968.16837606838
24284,-3896.39620471535
24285,-3865.36493025904
24286,-3889.24205661467
24287,-3840.91574468085
24288,-3655.14668587896
24289,-3617.53804347826
24290,-3156.70741482966
24291,-3308.94928366762
24292,-3347.15474828375
24293,-3307.63758967001
24294,-3686.09316947699
24295,-3645.47437732608
24296,-3672.38252148997
24297,-3633.46402980797
24298,-3619.37263880939
24299,-3617.79994267698
24300,-3469.42493565914
24301,-3416.88974799542
24302,-3522.69678714859
24303,-3573.07212364053
24304,-3576.12367592328
24305,-3546.83342873497
24306,-3163.24957020057
24307,-2593.9773898111
24308,-1867.20240825688
24309,-1359.13226452906
24310,-1198.13859397418
24311,-1106.36620926244
24312,-1099.60063073395
24313,-1109.15899342293
24314,-1186.71989678899
24315,-927.557527189468
24316,-1073.13962155963
24317,-1236.07040641099
24318,-1233.61639908257
24319,-1184.05751072961
24320,-990.833619702177
24321,-919.331615120275
24322,-876.726777522936
24323,-575.505865522175
24324,-130.37603897965
24325,-118.854441260745
24326,-115.770111651875
24327,-119.980802292264
24328,-251.104810996564
24329,-590.924068767908
24330,-905.975658648339
24331,-1081.37056128293
24332,-1155.1730163277
24333,-1313.63331422018
24334,-1450.0764604811
24335,-1151.22935779816
24336,-623.840160412489
24337,-370.658264107706
24338,-301.574005153164
24339,-299.493402180149
24340,-655.919862621637
24341,-1109.1628440367
24342,-1308.51774470521
24343,-1293.28227194492
24344,-1206.35804235833
24345,-1145.543758967
24346,-963.244991413852
24347,-531.620946915352
24348,-216.934135740555
24349,-71.6518292682927
24350,-54.834
24351,-141.693438914027
24352,-307.273065902579
24353,-702.358842075093
24354,-613.221553453712
24355,-695.089321500143
24356,-659.810616929699
24357,-665.864222285878
24358,-396.045611015491
24359,-402.760882016037
24360,-591.551219512195
24361,-651.223910550459
24362,-675.73230151906
24363,-620.036410550459
24364,-297.158589045024
24365,-38.1585890450244
24366,-8.9137603043754
24367,-2.54794520547945
24568,-4475.5647810219
24569,-4561.27394909923
24570,-4428.81064073226
24571,-4242.5765817349
24572,-4276.42320916905
24573,-4371.04466075007
24574,-4462.54979965655
24575,-4352.67657142857
24576,-4203.72293999426
24577,-4216.82300884956
24578,-3988.74341351661
24579,-3979.91939185313
24580,-4238.97229363039
24581,-4540.63868194842
24582,-4236.15142857143
24583,-4323.08373960424
24584,-4352.91298145506
24585,-4175.25645438898
24586,-4250.99313501144
24587,-4326.93882825962
24588,-4265.37100456621
24589,-4293.66046910755
24590,-4329.42236917769
24591,-4310.77799829884
24592,-4264.46759259259
24593,-4243.94273504273
24594,-4265.03662374821
24595,-4320.91184022825
24596,-4272.51374570447
24597,-4207.57628094416
24598,-4162.68603988604
24599,-4197.54369212963
24600,-4242.29344729345
24601,-4162.56741898148
24602,-4173.71680911681
24603,-4092.87615740741
24604,-3987.59230769231
24605,-3952.57663817664
24606,-3963.59635416667
24607,-4197.58262108262
24608,-4295.38831018519
24609,-4229.91709401709
24610,-4216.6870669746
24611,-4155.80407124682
24612,-3985.21760321101
24613,-3929.19752731455
24614,-3896.96148359486
24615,-3859.78507890961
24616,-3809.85612535613
24617,-3745.30135407663
24618,-3592.46072851451
24619,-3591.14429433745
24620,-3543.96689497717
24621,-3605.84985673352
24622,-3618.487539387
24623,-3612.77672955975
24624,-3636.0676217765
24625,-3601.52702316271
24626,-3612.81071019473
24627,-3578.87271689498
24628,-3559.65221137277
24629,-3561.86012585812
24630,-3498.81451843384
24631,-3156.58063592094
24632,-3313.25551417932
24633,-3562.73497424156
24634,-3574.34287349742
24635,-3550.73026315789
24636,-2993.44301260023
24637,-2247.89670958512
24638,-1765.17832568807
24639,-1303.20784425995
24640,-1144.28616352201
24641,-1096.93404072268
24642,-1097.96083476272
24643,-1122.4135855546
24644,-1129.99685983443
24645,-897.499425947187
24646,-1085.1720491569
24647,-1235.78991114933
24648,-1167.65035765379
24649,-1083.26819484241
24650,-968.054633867277
24651,-834.78270827369
24652,-760.728497706422
24653,-370.436088075493
24654,-179.14588707366
24655,-132.803545896483
24656,-144.663706674305
24657,-318.04921316166
24658,-688.451289398281
24659,-994.066361556064
24660,-1320.52421897392
24661,-1538.97681076439
24662,-1620.85914686516
24663,-1647.1131480951
24664,-1637.81797366915
24665,-783.086246418338
24666,-382.085002862049
24667,-291.135699971371
24668,-91.4954154727794
24669,-41.286412512219
24670,-347.485820681753
24671,-993.614261168385
24672,-1182.00887997708
24673,-841.18843069874
24674,-843.595128939828
24675,-550.447210300429
24676,-315.637718543995
24677,-97.5373134328358
24678,-75.7258883248731
24679,-153.765855457227
24680,-352.449927849928
24681,-570.843069873998
24682,-828.4660361135
24683,-843.19209848268
24684,-741.509028374893
24685,-659.580137378363
24686,-566.465329512894
24687,-543.169914040115
24688,-462.14212034384
24689,-533.537933008875
24690,-599.755300859599
24691,-631.113467048711
24692,-626.631624176454
24693,-333.929226361032
24694,-50.7598024978217
24695,-11.1204968944099
24898,-4498.33281653747
24899,-4580.07659331237
24900,-4408.04865483686
24901,-4023.0708976558
24902,-4274.2567915356
24903,-4317.26712525079
24904,-4479.52517162471
24905,-4565.43787489289
24906,-4378.68735697941
24907,-4286.31486796785
24908,-4007.03023388477
24909,-4029.38216743119
24910,-4278.12065031375
24911,-4597.49842542227
24912,-4424.25401376147
24913,-4397.77964652223
24914,-4359.66810592976
24915,-4227.97163925128
24916,-4320.23185483871
24917,-4352.27715996578
24918,-4287.20011435106
24919,-4266.04173862982
24920,-4323.99377299745
24921,-4304.66522241479
24922,-4257.19063926941
24923,-4264.98625429553
24924,-4287.53050171038
24925,-4327.35299145299
24926,-4308.97511574074
24927,-4224.27749287749
24928,-4178.38333810478
24929,-4190.01382090412
24930,-4227.65197740113
24931,-4226.55426136364
24932,-4176.45482517483
24933,-4152.20377677565
24934,-4030.11051592895
24935,-3969.93031750492
24936,-3912.02314814815
24937,-3974.21196581197
24938,-4129.49395857307
24939,-4087.77449856734
24940,-4145.4415954416
24941,-4092.28254608295
24942,-4033.84973064928
24943,-3935.58129496403
24944,-3887.5027212833
24945,-3849.70564859495
24946,-3780.40623196769
24947,-3754.03732193732
24948,-3640.71858001718
24949,-3584.93155784651
24950,-3594.59663625998
24951,-3603.67559009787
24952,-3601.93098551548
24953,-3594.50244463618
24954,-3607.8359954364
24955,-3577.02150845999
24956,-3586.67248783281
24957,-3543.97092360319
24958,-3502.8438576349
24959,-3486.53753925207
24960,-3464.39484978541
24961,-3221.70728211009
24962,-3213.33914285714
24963,-3531.91850157278
24964,-3553.87614416476
24965,-3361.47512864494
24966,-2390.42014882656
24967,-1624.7217765043
24968,-1408.1171763361
24969,-1107.08734249714
24970,-1156.88425264361
24971,-1113.09223718132
24972,-1097.85391652373
24973,-1201.12356979405
24974,-1238.88087056128
24975,-1011.36195094124
24976,-1123.0068866571
24977,-1041.47300771208
24978,-1069.99570200573
24979,-1038.47725321888
24980,-861.418571428571
24981,-701.858412152479
24982,-582.317519291226
24983,-421.081112066495
24984,-304.923450442731
24985,-287.433648609917
24986,-450.797884505432
24987,-768.238981110475
24988,-1113.48839208942
24989,-1552.34914285714
24990,-1736.26217765043
24991,-1813.94193363844
24992,-1772.95420721236
24993,-1709.62907842015
