"Gridcell_ID","WM_ngdc_depth_m"
6125,-4153.71263630532
6126,-4075.88951925948
6127,-3969.55473808122
6128,-4070.95168800931
6129,-4088.17777777778
6130,-4116.49470899471
6131,-4145.77184179457
6132,-4131.37440617577
6133,-4139.89868613139
6134,-4120.81246325691
6135,-4081.01263962375
6136,-4088.30223004695
6137,-4074.59528023599
6138,-4092.11354228267
6139,-4082.72495606327
6140,-4069.42181069959
6141,-4162.89487554905
6142,-4083.21907292589
6143,-4048.4677656756
6144,-4059.56873156342
6145,-3974.3788856305
6146,-3881.82010582011
6147,-3872.44986768597
6148,-3873.26334414627
6149,-3903.68255369226
6150,-4039.47897677154
6151,-3973.68173810922
6152,-3999.14933726068
6153,-3977.46852941176
6154,-3962.14172302264
6155,-3939.16289326669
6156,-3955.95963464938
6157,-3919.24065901736
6158,-3840.690679212
6159,-3798.75742428697
6160,-3817.21875918847
6161,-3812.40576301088
6162,-3854.31172657631
6163,-3870.80647058824
6164,-3868.26668626874
6165,-3883.09614819171
6166,-3902.43147058824
6167,-3968.37330583382
6168,-3950.56537102474
6169,-3912.45171705313
6170,-3814.44797178131
6171,-3604.99323330391
6172,-3580.15497937537
6173,-3620.59882179676
6174,-3683.77438307873
6175,-3716.31481481481
6176,-3671.67275405007
6177,-3612.03266627428
6178,-3270.35144057623
6179,-3227.02260096332
6180,-3403.81197478992
6181,-3425.47636039251
6182,-3396.91076923077
6454,-4142.89115168539
6455,-4171.51089517079
6456,-4104.15285126396
6457,-4113.90442054958
6458,-4207.0467372134
6459,-4247.34812880766
6460,-4193.36721504113
6461,-4223.37889476778
6462,-4147.64491475603
6463,-4171.20887573965
6464,-4142.18008225617
6465,-4161.87006482027
6466,-4087.4012345679
6467,-4071.05054046158
6468,-4071.5443856555
6469,-4046.74228621804
6470,-4027.66430678466
6471,-4162.18565525384
6472,-4072.972703258
6473,-4066.50676072898
6474,-4051.74970725995
6475,-3948.03703703704
6476,-3884.43105480259
6477,-3903.79488686453
6478,-3833.56751179245
6479,-3948.39935351161
6480,-4021.94958968347
6481,-3953.29278350515
6482,-4024.11463844797
6483,-3954.0367430923
6484,-3956.23126652953
6485,-3945.18411764706
6486,-3960.06034736532
6487,-3935.55496766608
6488,-3902.6646090535
6489,-3831.99558953249
6490,-3855.569664903
6491,-3838.13253012048
6492,-3853.39488385769
6493,-3839.17820324006
6494,-3853.6439282564
6495,-3846.47810755216
6496,-3892.98059964727
6497,-3983.83367616809
6498,-3952.68441176471
6499,-3921.61377686194
6500,-3831.98499558694
6501,-3651.17019400353
6502,-3588.21987066432
6503,-3615.48809873641
6504,-3726.88558823529
6505,-3701.16573447159
6506,-3656.10656461584
6507,-3564.82706987669
6508,-3395.73838918283
6509,-3327.55323529412
6510,-3371.25713445131
6511,-3400.35943479541
6512,-3442.78451574919
6513,-3606.90995582739
6514,-3642.94008360427
6515,-3642.45474452555
6516,-3635.6278659612
6517,-3606.79166666667
6783,-4204.825
6784,-4194.72528769549
6785,-4159.15432098765
6786,-4170.50705467372
6787,-4160.77692760447
6788,-4177.332936626
6789,-4182.94901267315
6790,-4129.53689715282
6791,-4140.39388594944
6792,-4039.91181657848
6793,-3949.22692533804
6794,-3922.65898483081
6795,-4136.22087879681
6796,-4089.30339734121
6797,-4056.37716466099
6798,-4049.80359775877
6799,-4044.120223398
6800,-4037.00935946183
6801,-4151.25690770135
6802,-4097.92120679555
6803,-4084.40106163374
6804,-4033.9174743025
6805,-3970.8977004717
6806,-3921.95596007046
6807,-3908.08193832599
6808,-3856.96354013525
6809,-3960.74253075571
6810,-3932.15834312573
6811,-3942.2292280495
6812,-4054.68360752056
6813,-3959.98119858989
6814,-4005.74559341951
6815,-3951.48557126031
6816,-3947.2508813161
6817,-3901.34312573443
6818,-3897.71613282398
6819,-3838.72473560517
6820,-3860.77696150455
6821,-3847.01351351351
6822,-3872.46974148061
6823,-3832.44196297385
6824,-3791.53825779871
6825,-3806.79487934079
6826,-3907.76380728555
6827,-3979.55274757567
6828,-3933.51792009401
6829,-3902.80047017338
6830,-3799.62323943662
6831,-3756.93290170689
6832,-3650.59741024132
6833,-3544.88643718741
6834,-3687.14495305164
6835,-3714.97884219806
6836,-3678.87074030552
6837,-3619.21269095182
6838,-3533.31724543849
6839,-3375.34441176471
6840,-3388.00734861846
6841,-3431.14907380182
6842,-3506.69307511737
6843,-3646.01558365187
6844,-3664.25514403292
6845,-3660.15303119482
6846,-3642.88627681458
6847,-3553.07048040455
6848,-3477.37155963303
6849,-3596.41889372281
6850,-3627.54799513973
6851,-3593.48717948718
7112,-4047.86780715397
7113,-4059.29368358914
7114,-4253.61052322163
7115,-4167.70576131687
7116,-4164.05790711346
7117,-4218.35038212816
7118,-4053.55937683715
7119,-3920.64015375517
7120,-3545.31069958848
7121,-3681.25895478567
7122,-3242.67283950617
7123,-3344.99882422105
7124,-3204.92208553017
7125,-3942.09546120059
7126,-4145.4126984127
7127,-4084.1046000586
7128,-4052.51950718686
7129,-4033.37245650251
7130,-4038.15228873239
7131,-4099.75574543312
7132,-4063.04900234742
7133,-4074.29926362297
7134,-4038.92903225806
7135,-3958.21928277484
7136,-3906.87789165447
7137,-3905.35427061931
7138,-3894.91389950044
7139,-3918.92158590308
7140,-3839.48161223889
7141,-3942.12015276146
7142,-4118.62466960352
7143,-4022.78925741121
7144,-3967.55882352941
7145,-3970.87397179788
7146,-3947.71021726365
7147,-3912.53098384728
7148,-3911.99882491187
7149,-3825.87903699354
7150,-3816.23553597651
7151,-3852.24757709251
7152,-3857.63171806167
7153,-3841.95800293686
7154,-3783.25513799178
7155,-3819.56051703878
7156,-3965.78352941176
7157,-3973.91970588235
7158,-3879.75404055245
7159,-3818.0902145166
7160,-3795.04550792719
7161,-3791.2890258216
7162,-3776.70434527305
7163,-3728.49471210341
7164,-3746.17577895356
7165,-3647.99471054951
7166,-3685.77124375184
7167,-3639.63796650015
7168,-3620.39594356261
7169,-3518.79900088158
7170,-3523.84452918745
7171,-3565.71172494857
7172,-3545.28798119307
7173,-3654.25257277271
7174,-3641.66529532765
7175,-3645.32225815936
7176,-3644.57696827262
7177,-3551.906020558
7178,-3483.9371143109
7179,-3623.55493537015
7180,-3578.82505145545
7181,-3467.30419053361
7182,-3280.1278366112
7183,-2817.38403451996
7184,-2487.21401869159
7185,-2197.24911032028
7441,-4101.76185866408
7442,-4083.12526096033
7443,-3908.70311581423
7444,-4187.28512639624
7445,-4164.98824221046
7446,-4148.77366255144
7447,-4205.19635508524
7448,-3853.75073486185
7449,-3440.81158142269
7450,-3514.43151087596
7451,-3856.87995337995
7452,-3748.740926527
7453,-3685.8352004717
7454,-3404.79546124374
7455,-3799.57038337723
7456,-4153.13780918728
7457,-4156.04529411765
7458,-4143.51037708272
7459,-4059.1355085244
7460,-4031.95905235449
7461,-4030.28806584362
7462,-4037.88326506729
7463,-4019.82333921223
7464,-3991.21259150805
7465,-3947.53180212014
7466,-3916.52537400997
7467,-3900.12628790109
7468,-3878.01056338028
7469,-3838.21772300469
7470,-3837.8258311268
7471,-3945.96389785735
7472,-4153.40845070423
7473,-4031.67801584972
7474,-3908.66117647059
7475,-3897.00117405342
7476,-3926.39759389671
7477,-3903.82648267763
7478,-3931.10980622431
7479,-3842.32706987669
7480,-3806.8291250734
7481,-3857.46081596713
7482,-3845.30543318649
7483,-3852.2630651791
7484,-3811.61997063142
7485,-3849.19553728714
7486,-3993.35408103347
7487,-3980.99765189316
7488,-3873.87808460635
7489,-3803.13021751911
7490,-3778.05258519389
7491,-3801.4718144451
7492,-3815.68175139583
7493,-3804.39465177784
7494,-3778.02878120411
7495,-3733.80492813142
7496,-3733.4213153259
7497,-3663.8845814978
7498,-3625.70967741935
7499,-3639.20364384367
7500,-3635.88079859072
7501,-3632.21716132824
7502,-3656.78296622614
7503,-3654.38330393886
7504,-3657.96331083064
7505,-3676.40199823685
7506,-3658.6776277158
7507,-3579.51600587372
7508,-3541.70866372981
7509,-3621.29829712272
7510,-3474.59295154185
7511,-3427.678613396
7512,-3148.11130690162
7513,-2777.55271659325
7514,-2126.7058132707
7515,-1952.23962319694
7516,-1996.37673130194
7517,-2074.03282588011
7518,-2043.97711670481
7519,-2156.61754385965
7770,-4164.69390787519
7771,-4125.91578629641
7772,-4031.34141414141
7773,-3785.76911976912
7774,-3932.42193362193
7775,-4151.40262773723
7776,-4124.16931216931
7777,-4184.53586125808
7778,-3958.19253380364
7779,-3943.34597295708
7780,-3997.93650793651
7781,-4067.39308728764
7782,-4048.47706690038
7783,-3972.27278071723
7784,-3867.24074074074
7785,-3975.36631640397
7786,-4124.42768959436
7787,-4151.02912621359
7788,-4184.14461358314
7789,-4124.74867569158
7790,-4044.98943351922
7791,-4011.97739283617
7792,-4013.68
7793,-3985.85873388042
7794,-3976.46153846154
7795,-3917.48913681738
7796,-3893.61635404455
7797,-3881.10911764706
7798,-3880.9868112544
7799,-3815.52727272727
7800,-3841.70626286386
7801,-3906.0134857813
7802,-4075.9137829912
7803,-4027.17068155112
7804,-3910.0536971831
7805,-3895.86066295101
7806,-3928.52977412731
7807,-3900.67928403756
7808,-3959.03463457587
7809,-3862.6161971831
7810,-3825.10631424376
7811,-3868.65462555066
7812,-3831.01673517322
7813,-3800.57113523027
7814,-3799.18563049853
7815,-3883.42253521127
7816,-4007.6131493983
7817,-3974.8036395656
7818,-3912.60463751101
7819,-3815.0214264749
7820,-3780.62459641914
7821,-3781.69187921431
7822,-3786.41050469484
7823,-3805.14034057545
7824,-3774.80881057269
7825,-3789.42517605634
7826,-3756.52526439483
7827,-3689.52422907489
7828,-3672.21941918451
7829,-3681.25051395007
7830,-3688.75579688876
7831,-3679.89332941522
7832,-3684.42182458199
7833,-3680.52393538913
7834,-3692.59242957746
7835,-3712.71160058737
7836,-3712.95511880317
7837,-3690.39970631424
7838,-3571.61931317875
7839,-3649.73165002936
7840,-3485.76798825257
7841,-3392.88373458602
7842,-2936.49002347418
7843,-2348.66950396243
7844,-2088.61533940641
7845,-1941.54622835339
7846,-1777.77392836171
7847,-1833.38068682125
7848,-1999.03140592897
7849,-2078.81191531265
8099,-4087.75975975976
8100,-4098.33605220228
8101,-4087.6493239271
8102,-4033.26131687243
8103,-3698.64697236919
8104,-3762.60229276896
8105,-4016.69174898315
8106,-4039.54332755633
8107,-4161.36096413874
8108,-4182.77483833039
8109,-4157.11992945326
8110,-4080.84626690182
8111,-4002.69429747208
8112,-4040.03291581707
8113,-4061.78924162257
8114,-4061.19077013521
8115,-4090.22966226138
8116,-4116.21426483484
8117,-4022.71693121693
8118,-4055.24107665301
8119,-4132.693979442
8120,-4000.72545561434
8121,-3945.05412521943
8122,-4000.72310405644
8123,-4020.23441615452
8124,-4007.46913580247
8125,-3925.19560761347
8126,-3874.14854966305
8127,-3858.32461809636
8128,-3848.29964850615
8129,-3817.58019976498
8130,-3828.62914101437
8131,-3849.04718640094
8132,-4052.00058599473
8133,-4072.41316485454
8134,-3905.06006445942
8135,-3919.82527118147
8136,-3934.04632072706
8137,-3915.12635590736
8138,-3976.33958944282
8139,-3878.12925969448
8140,-3834.42295274435
8141,-3869.20592549135
8142,-3816.41842723005
8143,-3777.24207746479
8144,-3799.84507042254
8145,-3886.73292289651
8146,-3978.45835777126
8147,-3962.7340769005
8148,-3949.36649061033
8149,-3859.81508658644
8150,-3802.84507042254
8151,-3783.52392133842
8152,-3770.16329522134
8153,-3774.4258878779
8154,-3796.92488262911
8155,-3803.80175953079
8156,-3761.29527443499
8157,-3688.36160845318
8158,-3674.11055718475
8159,-3695.36355633803
8160,-3731.31788856305
8161,-3682.87470657277
8162,-3673.66813380282
8163,-3682.55571847507
8164,-3694.71319648094
8165,-3713.32521279718
8166,-3722.81009685941
8167,-3727.39441997063
8168,-3691.93720657277
8169,-3683.85504694836
8170,-3535.79941262849
8171,-3007.408157277
8172,-2750.20921361502
8173,-2251.14675667743
8174,-1983.76475770925
8175,-1606.67957746479
8176,-1437.73738262911
8177,-1541.53873239437
8178,-1656.80727486066
8179,-1592.19379844961
8180,-1092.33962264151
8428,-4089.92857142857
8429,-4084.06379707917
8430,-4064.84803057025
8431,-4141.12551440329
8432,-4062.53086419753
8433,-3645.85155790711
8434,-3766.88154027043
8435,-3882.65873015873
8436,-3921.83876651982
8437,-4000.39682539683
8438,-4192.47223038495
8439,-4117.92445620223
8440,-4118.1140505585
8441,-3978.42153124083
8442,-4021.55935672515
8443,-4129.80011672016
8444,-4105.00410918697
8445,-4219.56941590842
8446,-4150.16574263204
8447,-4060.19177679883
8448,-4034.52657856094
8449,-4093.62244301578
8450,-4032.52878965922
8451,-3935.62123427903
8452,-3987.30699177438
8453,-4027.2370500439
8454,-3999.85487661575
8455,-3936.66305620609
8456,-3872.08051719071
8457,-3868.92825768668
8458,-3845.0316344464
8459,-3847.70329024677
8460,-3810.65338411954
8461,-3821.94901845883
8462,-3966.78214914856
8463,-4043.31816847667
8464,-3947.26619759601
8465,-3978.94021101993
8466,-3960.25959566364
8467,-3946.50703399766
8468,-4031.26754772394
8469,-3897.32805628848
8470,-3834.33538551744
8471,-3865.16652008209
8472,-3819.38962181179
8473,-3776.51920257989
8474,-3796.94985337243
8475,-3898.66598240469
8476,-3920.15470260768
8477,-3928.95663639027
8478,-3962.52742739806
8479,-3913.25219941349
8480,-3833.26627565982
8481,-3786.3632629108
8482,-3790.86617862372
8483,-3790.62569668525
8484,-3793.00029334116
8485,-3789.55822821942
8486,-3757.4072663346
8487,-3689.83656103286
8488,-3673.35599179607
8489,-3733.76701877934
8490,-3751.88641033167
8491,-3676.36723329426
8492,-3675.47167596126
8493,-3680.19349164468
8494,-3685.24889932492
8495,-3711.69481090589
8496,-3706.23284457478
8497,-3725.09888497653
8498,-3716.12375366569
8499,-3438.84813837584
8500,-2768.94102112676
8501,-2072.36667644471
8502,-1746.94050410317
8503,-1576.77670187793
8504,-1498.89117043121
8505,-1386.41067761807
8506,-1130.76568914956
8507,-1138.59841595776
8508,-1062.42450894166
8509,-683.232912877677
8510,-555.267710663684
8757,-4024
8758,-4038.930350788
8759,-4019.45737801293
8760,-4085.35714285714
8761,-4138.43092298648
8762,-3941.51704879483
8763,-3692.87007642563
8764,-3818.25161669606
8765,-3835.40094062316
8766,-3764.07289829512
8767,-3970.06554967666
8768,-4137.95142282265
8769,-3959.91313249488
8770,-4205.7035735208
8771,-4098.13568281938
8772,-4143.0911228689
8773,-4055.54752186589
8774,-4068.39711934156
8775,-4212.03850676073
8776,-4150.66793224299
8777,-4129.65255731922
8778,-4113.73633156966
8779,-4145.48479532164
8780,-4096.80893592005
8781,-3999.45614035088
8782,-3950.12496333236
8783,-4029.09555815313
8784,-3947.4433685446
8785,-3935.98713073998
8786,-3876.75520986205
8787,-3809.97513165594
8788,-3872.77224824356
8789,-3840.15502055197
8790,-3783.54918032787
8791,-3803.47861745753
8792,-3922.13568281938
8793,-3962.60204978038
8794,-3910.57820738137
8795,-4034.32796014068
8796,-4026.48681898067
8797,-3962.50205399061
8798,-4022.76436107855
8799,-3928.86811254396
8800,-3879.31145619689
8801,-3890.33939038687
8802,-3855.21072684642
8803,-3797.24245089417
8804,-3813.45984759672
8805,-3916.29953106682
8806,-3878.99325710935
8807,-3906.31947291362
8808,-3942.83939038687
8809,-3943.56627565982
8810,-3861.44633431085
8811,-3805.35435611616
8812,-3818.04484173505
8813,-3825.94581136497
8814,-3813.71189917937
8815,-3807.90941072999
8816,-3724.87840609434
8817,-3668.20902961008
8818,-3669.40093786635
8819,-3774.16495751538
8820,-3725.54854796128
8821,-3675.61540714704
8822,-3668.26246334311
8823,-3669.60169988277
8824,-3688.21055718475
8825,-3705.49208675264
8826,-3712.88075007325
8827,-3718.02493399824
8828,-3493.0641852286
8829,-2534.90911756083
8830,-1286.58826979472
8831,-799.714746408678
8832,-832.535033714453
8833,-932.360328638498
8834,-1130.25542521994
8835,-1185.95719730284
8836,-777.549560117302
8837,-565.471277842907
8838,-565.953958944282
8839,-462.687976539589
8840,-527.822353811991
9086,-4125.11510791367
9087,-4038.83045305932
9088,-3940.84215167549
9089,-4025.45385067607
9090,-4099.69018224574
9091,-4111.3544973545
9092,-4034.38536155203
9093,-3796.72486772487
9094,-3887.04967666079
9095,-3772.45296884186
9096,-3598.32280701754
9097,-3819.1335078534
9098,-3997.04076246334
9099,-3865.32490555071
9100,-4310.38242210464
9101,-4305.24103468548
9102,-4181.24897119342
9103,-3988.52939455981
9104,-3954.66910902696
9105,-4115.44032921811
9106,-4110.52606912712
9107,-4105.10865132537
9108,-4101.43480808673
9109,-4148.8553092182
9110,-4073.38375842861
9111,-4047.27546838407
9112,-3960.11649061033
9113,-4025.41981823512
9114,-4002.2776636337
9115,-3971.09399707174
9116,-3863.16280434145
9117,-3847.72230342005
9118,-3893.86338317209
9119,-3816.02721685689
9120,-3777.7677004096
9121,-3827.44773060029
9122,-3925.19648093842
9123,-3871.02722482436
9124,-3900.46412884334
9125,-4043.88371411834
9126,-4034.45001465846
9127,-3973.06770222743
9128,-3981.43175161101
9129,-3901.68717047452
9130,-3920.6086701816
9131,-3929.12921183709
9132,-3909.10430706124
9133,-3837.7144112478
9134,-3838.41295427902
9135,-3907.8478898007
9136,-3855.6907971864
9137,-3920.87254614708
9138,-3943.94504530839
9139,-3968.93614528412
9140,-3863.12005856515
9141,-3817.69537199766
9142,-3805.16525051274
9143,-3825.41305620609
9144,-3826.48431545001
9145,-3814.01554252199
9146,-3701.92064421669
9147,-3649.39894397184
9148,-3630.34564643799
9149,-3745.46676427526
9150,-3671.42133020803
9151,-3674.05563689605
9152,-3655.90354734682
9153,-3658.91012880562
9154,-3661.07622398124
9155,-3665.13733528551
9156,-3624.56037514654
9157,-3479.49897450923
9158,-3018.69938470554
9159,-2030.89563177954
9160,-897.290738569754
9161,-666.690685413005
9162,-725.339484475688
9163,-1085.97682604869
9164,-1224.86237188873
9165,-828.697626721359
9166,-541.086141224729
9167,-522.950468933177
9168,-507.486668619982
9169,-521.835873388042
9170,-728.882370196539
9171,-1339.29127725857
9415,-4027.08913649025
9416,-4135.76772082879
9417,-4053.62707423581
9418,-4004.1390593047
9419,-4020.38830099941
9420,-4011.56937095826
9421,-4183.50587889477
9422,-4135.83009994121
9423,-3941.73838918283
9424,-3817.73309817754
9425,-3580.44844756883
9426,-3511.34320557491
9427,-3654.89829512052
9428,-3749.56790123457
9429,-4054.18972562755
9430,-4413.71996492254
9431,-4373.77189888301
9432,-4060.83421516755
9433,-3888.73112931539
9434,-3805.24434126523
9435,-3981.55133079848
9436,-4103.21850220264
9437,-4090.77995324372
9438,-4094.51116990006
9439,-4130.70879765396
9440,-4077.68561382948
9441,-4087.99033674963
9442,-4007.23628938156
9443,-4027.99941400527
9444,-4012.81892523365
9445,-3991.6003510825
9446,-3889.12881455399
9447,-3860.49179847686
9448,-3905.62283533901
9449,-3822.21507890123
9450,-3782.46477638117
9451,-3807.63958944282
9452,-3909.92334698654
9453,-3855.81714452896
9454,-3888.92478782558
9455,-4016.94436310395
9456,-4019.0366568915
9457,-3960.07755340942
9458,-3904.8867427568
9459,-3895.38682284041
9460,-3953.92269399707
9461,-3883.86149341142
9462,-3936.6086701816
9463,-3903.43305010255
9464,-3873.52429742389
9465,-3903.099765945
9466,-3860.52941176471
9467,-3934.15490483163
9468,-3956.94667447993
9469,-3985.98916861827
9470,-3866.49443141852
9471,-3816.63393903869
9472,-3781.04835873388
9473,-3808.33606317637
9474,-3824.15485948478
9475,-3736.56749633968
9476,-3167.09856683241
9477,-3633.88957234915
9478,-3790.40480374927
9479,-3749.88814055637
9480,-3678.94693638229
9481,-3663.2396016403
9482,-3595.3429073857
9483,-3636.66891100703
9484,-3642.410076157
9485,-3541.69203747073
9486,-3384.01552886024
9487,-2941.73616398243
9488,-1866.39355783309
9489,-1197.48446658851
9490,-1124.8612412178
9491,-836.760105448155
9492,-968.096074985354
9493,-1182.40614934114
9494,-1047.55815997656
9495,-596.068834212068
9496,-697.617276720351
9497,-688.675746924429
9498,-676.00468933177
9499,-950.193378259596
9500,-964.96101992966
9501,-1903.95554445554
9744,-4109.88181818182
9745,-4036.91380427738
9746,-4100.31099353322
9747,-4011.829218107
9748,-3970.84978165939
9749,-4043.62605901256
9750,-3978.40388007055
9751,-4265.44356261023
9752,-4102.04761904762
9753,-3886.72486772487
9754,-3639.42181069959
9755,-3584.65885416667
9756,-3555.80805408583
9757,-3841.9265138154
9758,-3918.82304526749
9759,-4318.88389182834
9760,-4396.63858221964
9761,-4168.10932475884
9762,-4002.09912536443
9763,-3932.99354649457
9764,-3780.56271878646
9765,-3971.57025279248
9766,-4144.24720752499
9767,-4179.8420285631
9768,-4103.32660818714
9769,-4031.16588648332
9770,-4111.172303207
9771,-4120.4923574368
9772,-4060.08106526193
9773,-4008.57604227833
