"Gridcell_ID","WM_depth_m"
14981,-4395.95162412993
14982,-4410.94793484584
14983,-4359.94322206096
14984,-4340.28137710633
14985,-4343.82173407041
14986,-4242.35309785756
14987,-4177.6176898458
14988,-4209.40546035434
14989,-4259.74651972158
14990,-4369.72218986605
14991,-4303.63794604003
14992,-4285.2619047619
14993,-4206.30872093023
14994,-4195.21148825065
14995,-4199.8356602676
14996,-4321.86103858428
14997,-4301.63599419448
14998,-4282.32897413543
14999,-4282.43686502177
15000,-4252.53323657475
15001,-4240.37241780623
15002,-4222.68757259001
15003,-4238.90748259861
15004,-4266.69947735192
15005,-4255.94465482086
15006,-4245.69976838448
15007,-4228.96253267499
15008,-4235.02621613749
15009,-4292.50130170668
15010,-4275.2238372093
15011,-4200.33701336432
15012,-4092.82739646684
15013,-4202.29243353783
15014,-4311.48846597463
15015,-4171.77266103177
15016,-4213.59023539669
15017,-4226.56878612717
15018,-4163.07222222222
15019,-4182.7025151778
15020,-4223.24623842593
15021,-4216.7825448134
15022,-4146.20769893709
15023,-4260.87481889307
15024,-4302.75058685446
15025,-4232.97395833333
15026,-4255.14264919942
15027,-4314.67167196073
15028,-4280.06024791006
15029,-4314.55026455026
15030,-4346.16550925926
15031,-4321.36371527778
15032,-4316.71840094062
15033,-4340.70920138889
15034,-4340.52690972222
15035,-4224.78806584362
15036,-4338.07407407407
15037,-4279.1719430729
15038,-4095.14384548861
15039,-3860.6177662037
15040,-4171.85108250439
15041,-4234.05843023256
15042,-4298.62991898148
15043,-4286.37128712871
15044,-4333.63720660678
15045,-4389.4219837587
15046,-4339.06789044289
15047,-4299.38165509259
15048,-4198.98194525335
15049,-3550.71083987213
15050,-3865.5005787037
15051,-4073.89593023256
15052,-3982.68928363425
15053,-3908.84744293557
15054,-3833.19322825452
15055,-3961.07788071801
15056,-4090.35020360675
15057,-3947.50900639163
15058,-3806.97569444444
15059,-3932.01573885165
15060,-3914.51335656214
15061,-3919.40260869565
15062,-3896.43799012489
15063,-3864.77625836485
15064,-3768.71830577314
15065,-3824.1732946299
15066,-3724.25828006973
15067,-3726.58461538462
15068,-3792.62518131709
15069,-3821.56457242583
15070,-3816.58146964856
15071,-3819.42969203951
15072,-3836.19738372093
15073,-3847.10289855072
15074,-3849.33779069767
15075,-3857.36342525399
15076,-3801.23701769655
15077,-3681.87361677344
15078,-3619.19286542923
15079,-3538.3023255814
15080,-3541.74469322477
15081,-3515.07966396292
15082,-3419.46375545852
15083,-2785.48417997097
15084,-1929.36777939042
15085,-1499.03841676368
15086,-1305.88428074246
15087,-1436.85639534884
15088,-1557.53966870096
15089,-1636.41352292513
15090,-1625.23844140739
15091,-1517.40406386067
15092,-1491.188898576
15093,-1392.20011617775
15094,-1302.45510026155
15095,-1508.62833914053
15096,-1539.82441860465
15097,-1379.79814115597
15098,-1415.98954703833
15099,-1408.81802325581
15100,-1489.15398024404
15101,-1474.4103458297
15102,-1483.17020040662
15103,-1482.59709302326
15104,-1363.24266201686
15105,-1383.09468486785
15106,-1505.82635253054
15107,-1513.19477503628
15108,-1073.23007562536
15109,-903.500725689405
15110,-921.337692531241
15111,-953.165406976744
15112,-1089.97328687573
15113,-1347.9229203025
15114,-1558.60365853659
15115,-1304.97936046512
15116,-1113.77448416158
15117,-1399.69747166521
15118,-1522.66385577203
15119,-1651.30972423803
15120,-1871.23573923166
15121,-1920.10043541364
15122,-1856.19168121001
15123,-1669.00290697674
15124,-1794.06219122348
15125,-1818.15867480384
15126,-1734.03660662406
15127,-1372.73015411457
15128,-1337.59674607786
15129,-1353.41308139535
15130,-1325.47979063681
15131,-1364.42167974426
15132,-1373.11886079628
15133,-1356.57308921825
15134,-1339.74244186047
15135,-1209.0738372093
15136,-714.361337209302
15137,-208.83114227286
15138,-347.162067963985
15139,-320.766880093132
15140,-121.742532855436
15141,-3.03703703703704
15186,-4488.19426324985
15187,-4581.87260273973
15188,-4544.10841339156
15189,-4510.20337601863
15190,-4483.7155348295
15191,-4507.63504074505
15192,-4683.47028837751
15193,-4663.68179434897
15194,-4587.71015420425
15195,-4555.6749636099
15196,-4726.52280139779
15197,-4606.60544713079
15198,-4554.63282887078
15199,-4573.70779976717
15200,-4632.56485148515
15201,-4713.52164287795
15202,-4607.82214140239
15203,-4473.92153263403
15204,-4479.2220314319
15205,-4625.15574629037
15206,-4621.94912689173
15207,-4648.30005822416
15208,-4605.30361305361
15209,-4492.34050596104
15210,-4468.675669383
15211,-4532.48564774381
15212,-4568.29377545084
15213,-4527.45484716157
15214,-4474.64661238732
15215,-4436.30524170064
15216,-4445.85822674419
15217,-4550.80783114993
15218,-4504.3112467306
15219,-4429.39053581829
15220,-4446.62918604651
15221,-4523.82649970879
15222,-4550.7815008726
15223,-4477.7356602676
15224,-4383.23481675393
15225,-4373.43959302326
15226,-4438.71574505239
15227,-4482.90866783013
15228,-4492.59072134962
15229,-4485.53211275792
15230,-4526.565823153
15231,-4533.1675880128
15232,-4475.32406976744
15233,-4486.59173938336
15234,-4562.81735969759
15235,-4572.43943006688
15236,-4555.06902268761
15237,-4535.44013368207
15238,-4463.40276403841
15239,-4410.16681197326
15240,-4421.62669380634
15241,-4422.61095611741
15242,-4361.8544211751
15243,-4293.75185938408
15244,-4269.96268179174
15245,-4270.77861708309
15246,-4299.51044211751
15247,-4339.25503920999
15248,-4321.17151585685
15249,-4221.86981406159
15250,-4327.90183192789
15251,-4466.41830863121
15252,-4519.85688953488
15253,-4496.54811046512
15254,-4486.64145137881
15255,-4429.89528932829
15256,-4453.47380191693
15257,-4314.27090485889
15258,-4228.52407783909
15259,-4259.02002324906
15260,-4280.20148255814
15261,-4269.90528762347
15262,-4276.59087474571
15263,-4223.62505085731
15264,-4204.94585876199
15265,-4208.65127906977
15266,-4226.60432762126
15267,-4283.01659401337
15268,-4294.84264534884
15269,-4291.12238675958
15270,-4359.13573503777
15271,-4379.24449287998
15272,-4316.68302818948
15273,-4086.83233585125
15274,-3882.32555910543
15275,-3754.88747093023
15276,-3802.15201741655
15277,-4000.68820110433
15278,-4156.18544027899
15279,-4031.95179918746
15280,-3654.92256469904
15281,-3370.49776617348
15282,-3658.15379250218
15283,-3959.3696485623
15284,-4131.38714451538
15285,-4275.91664242072
15286,-4377.19193501596
15287,-4375.37319198374
15288,-4324.61414875073
15289,-4322.0726850508
15290,-4342.98192385934
15291,-4407.59378990134
15292,-4383.97843251089
15293,-4455.61609529343
15294,-4408.06898954704
15295,-4360.24613821138
15296,-4209.0065892598
15297,-4214.20821718931
15298,-4407.1650595411
15299,-4468.09491722335
15300,-4452.86626961069
15301,-4393.38189204875
15302,-4343.56500145222
15303,-4333.05203370134
15304,-4330.36847447796
15305,-4307.03180232558
15306,-4358.45893271462
15307,-4407.97826844858
15308,-4429.97546511628
15309,-4401.50851680185
15310,-4326.20613193839
15311,-4331.95553940099
15312,-4404.72958031838
15313,-4409.95555555556
15314,-4360.7054313099
15315,-4348.37893974508
15316,-4309.0715823153
15317,-4245.54241369307
15318,-4247.33980864018
15319,-4362.61589982528
15320,-4459.56219193969
15321,-4382.35846867749
15322,-4267.78999418266
15323,-4251.02813225058
15324,-4277.56861038584
15325,-4296.25058139535
15326,-4337.58671693736
15327,-4320.6247099768
15328,-4295.62823119373
15329,-4294.2439802727
15330,-4262.91062100987
15331,-4251.29823034523
15332,-4238.2199592668
15333,-4205.96373658254
15334,-4227.75768115942
15335,-4254.6847605225
15336,-4257.74273255814
15337,-4237.80880648899
15338,-4292.52340796743
15339,-4353.09170052234
15340,-4291.64968152866
15341,-4150.78804664723
15342,-4068.63031530229
15343,-4190.55300609933
15344,-4366.9625
15345,-4158.63058618688
15346,-4192.19439630272
15347,-4176.21322023984
15348,-4198.38463768116
15349,-4225.54841498559
15350,-4183.53284457478
15351,-4140.91982633864
15352,-4096.22480620155
15353,-4172.24955908289
15354,-4249.65798611111
15355,-4268.51128472222
15356,-4233.97575934579
15357,-4279.15775862069
15358,-4221.17013888889
15359,-4248.05202821869
15360,-4309.13310185185
15361,-4332.23784722222
15362,-4261.27572016461
15363,-4128.47482638889
15364,-4318.53530092593
15365,-4345.27865961199
15366,-4338.80989583333
15367,-4299.50896990741
15368,-4271.78508514386
15369,-3939.48527309122
15370,-4159.27459490741
15371,-4215.63315696649
15372,-4261.99884259259
15373,-4228.09695051784
15374,-4238.18588992974
15375,-4260.61148158887
15376,-4295.08150289017
15377,-4342.40816326531
15378,-4269.14547038328
15379,-3824.01989619377
15380,-3814.47574517826
15381,-4106.20769453283
15382,-4070.79895561358
15383,-3973.82243533856
15384,-3807.36152281314
15385,-3953.49435927104
15386,-4108.84785776742
15387,-4028.18835120255
15388,-3844.58285052144
15389,-3767.21025043681
15390,-3911.85101449275
15391,-3896.89765149319
15392,-3836.09485016002
15393,-3751.58485639687
15394,-3675.37115496227
15395,-3696.49202204816
15396,-3678.65921625544
15397,-3728.96605744125
15398,-3811.36218414174
15399,-3799.71387031114
15400,-3796.83405860168
15401,-3807.54031322506
15402,-3781.85693515557
15403,-3839.12068465332
15404,-3841.20057971014
15405,-3861.6257989541
15406,-3812.530316217
15407,-3600.35034802784
15408,-3446.38551061973
15409,-3411.51899101189
15410,-3468.86850507983
15411,-3412.71266705404
15412,-2781.99739054798
15413,-1907.29372457873
15414,-1520.54011627907
15415,-1574.82310364794
15416,-1625.88397790055
15417,-1392.40104468949
15418,-1379.54163040325
15419,-1497.79941860465
15420,-1493.94225188625
15421,-1516.33081614871
15422,-1542.61817653891
15423,-1422.35801393728
15424,-1414.38925979681
15425,-1656.46935811792
15426,-1631.93957001743
15427,-1508.10682148041
15428,-1446.58681765389
15429,-1312.83672283556
15430,-1265.28235635519
15431,-1304.15920976177
15432,-1280.83802612482
15433,-1294.92770034843
15434,-1411.57832025574
15435,-1464.22896111434
15436,-1556.59489262914
15437,-1608.5283347864
15438,-1581.39327146172
15439,-1507.78197674419
15440,-1458.26676342525
15441,-1417.58640720302
15442,-1486.05318221447
15443,-1716.89553105049
15444,-1763.02384414074
15445,-1044.33817547937
15446,-978.705284552845
15447,-1302.9898255814
15448,-1173.97649448636
15449,-1469.69360465116
15450,-1922.17537746806
15451,-1935.7106333527
15452,-1914.09302325581
15453,-1893.57997097242
15454,-1860.83280023263
15455,-1836.31987216734
15456,-1503.90383497966
15457,-1381.16216216216
15458,-1423.9930273097
15459,-1415.94538059268
15460,-1415.71847762929
15461,-1412.44189424753
15462,-1410.84742807323
15463,-1397.35193257774
15464,-1370.39843068875
15465,-1201.85556524266
15466,-340.662598081953
15467,-174.136667635941
15468,-321.669183851292
15469,-242.561337209302
15470,-80.0636259103105
15516,-4542.20772369572
15517,-4628.38431315483
15518,-4562.91303841676
15519,-4463.54649199418
15520,-4470.01231799651
15521,-4503.02002911208
15522,-4573.74608897935
15523,-4649.50594405594
15524,-4606.35606633692
15525,-4562.62363213038
15526,-4635.41656959814
15527,-4621.02321116928
15528,-4589.30881582776
15529,-4585.44579575211
15530,-4658.68984579575
15531,-4690.15913853318
15532,-4563.70564774381
15533,-4315.19927262147
15534,-4542.67705728409
15535,-4787.0411747601
15536,-4777.156406523
15537,-4758.54738372093
15538,-4724.07731898808
15539,-4623.58310063991
15540,-4530.47396742292
15541,-4569.645
15542,-4612.36196158324
15543,-4571.33672579238
15544,-4548.16242724098
15545,-4574.95315498692
15546,-4582.78447674419
15547,-4567.89875072632
15548,-4513.11048340128
15549,-4460.31333139704
15550,-4415.4910096014
15551,-4481.21423590936
15552,-4547.09316264184
15553,-4484.18224353386
15554,-4364.65362234507
15555,-4353.97315514236
15556,-4437.33903432228
15557,-4490.40290528762
15558,-4464.66687027342
15559,-4429.83188026736
15560,-4456.73193839
15561,-4454.77674418605
15562,-4426.41906976744
15563,-4481.32552325581
15564,-4572.44681778553
15565,-4572.12645348837
15566,-4536.73259732714
15567,-4535.19973860006
15568,-4499.43554392088
15569,-4437.90223707147
15570,-4416.00889534884
15571,-4415.81016260163
15572,-4375.03323640593
15573,-4277.39259151656
15574,-4211.11414875073
15575,-4225.67299418605
15576,-4284.98697040046
15577,-4375.43232470177
15578,-4440.03467788741
15579,-4492.00950581395
15580,-4532.74997094712
15581,-4561.16055765321
15582,-4568.50197616972
15583,-4542.73870499419
15584,-4510.17353881942
15585,-4445.49538461538
15586,-4399.63898895991
15587,-4352.58777229161
15588,-4279.4158734765
15589,-4267.65415697674
15590,-4275.25329654371
15591,-4284.0315713041
15592,-4280.73121370499
15593,-4062.56730545877
15594,-4082.36491431891
15595,-4063.82341661825
15596,-4140.66479976785
15597,-4226.32119628339
15598,-4248.83181289948
15599,-4193.30066763425
15600,-4299.84921602787
15601,-4348.05651669086
15602,-4244.57761324042
15603,-3882.04517722255
15604,-3202.60818340104
15605,-2359.21109175377
15606,-2954.34806854487
15607,-3923.28122460824
15608,-4335.08977338757
15609,-4383.41576655052
15610,-4007.46685995941
15611,-4057.17090116279
15612,-4285.28607484769
15613,-4276.28853743471
15614,-4224.87630813954
15615,-4309.80081206497
15616,-4443.92029616725
15617,-4419.38612078978
15618,-4323.83120649652
15619,-4337.34381173736
15620,-4398.01724738676
15621,-4471.33797505077
15622,-4500.24303135888
15623,-4480.05084155543
15624,-4467.06218804411
15625,-4446.79880848591
15626,-4334.0953002611
15627,-4274.6729329852
15628,-4325.18042404879
15629,-4323.22712503626
15630,-4276.96204294835
15631,-4234.6667827096
15632,-4135.51137880987
15633,-4164.65303514377
15634,-4331.73902085747
15635,-4254.79805345729
15636,-4331.5856271777
15637,-4408.65863768116
15638,-4395.71800232288
15639,-4404.63332364904
15640,-4327.74039408867
15641,-4308.60785962877
15642,-4418.89156976744
15643,-4454.69185507246
15644,-4393.52008125363
15645,-4363.3162067964
15646,-4358.41144927536
15647,-4422.3591818973
15648,-4302.33944153578
15649,-4303.43146913938
15650,-4402.48463768116
15651,-4398.01425247237
15652,-4320.34618730067
15653,-4264.38550724638
15654,-4270.50726321906
15655,-4289.02232531168
15656,-4322.80690055088
15657,-4323.40580551524
15658,-4307.66628008118
15659,-4312.77610208817
15660,-4275.55510440835
15661,-4295.0794433169
15662,-4277.17941261995
15663,-4253.47345517842
15664,-4272.6181239143
15665,-4277.47693646649
15666,-4271.5151338766
15667,-4221.23150289017
15668,-4317.63707571802
15669,-4353.74337314302
15670,-4246.66628108733
15671,-4062.74876561139
15672,-4019.85452961672
15673,-4258.35018889858
15674,-4319.75144175317
15675,-4151.86231038506
15676,-4105.72637681159
15677,-4162.68055555556
15678,-4227.90985507246
15679,-4235.28792298716
15680,-4205.50202546296
15681,-4170.46105020196
15682,-4130.51111761264
15683,-4164.49797453704
15684,-4197.19560185185
15685,-4225.86299765808
15686,-4171.49784791966
15687,-4241.57494212963
15688,-4195.87663280116
15689,-4230.62584236742
15690,-4252.74884259259
15691,-4222.2259837963
15692,-4110.87683715461
15693,-3715.40625
15694,-4295.26012731481
15695,-4301.99294532628
15696,-4317.87094907407
15697,-4313.69618055556
15698,-4279.82824760244
15699,-4154.37994186046
15700,-3970.08
15701,-3980.51070601852
15702,-4107.68665490888
15703,-4103.52517361111
15704,-4080.74202815283
15705,-4151.54912280702
15706,-4215.13001745201
15707,-4311.21749136939
15708,-4238.3243006993
15709,-4079.58878233072
15710,-4079.87246963563
15711,-4139.02497821667
15712,-4151.85149665795
15713,-4172.54305595825
15714,-3871.82807525326
15715,-4065.53164924506
15716,-4114.04131510038
15717,-4091.90927477608
15718,-3984.95667345159
15719,-3651.15219285507
15720,-3830.78443287037
15721,-3905.07308584687
15722,-3880.98371146015
15723,-3736.71225731672
15724,-3711.13805104408
15725,-3786.93967517401
15726,-3755.75580046404
15727,-3778.28480092996
15728,-3821.53685432385
15729,-3782.61652173913
15730,-3757.19959325973
15731,-3787.4897071615
15732,-3797.55346276442
15733,-3816.43995347485
15734,-3838.11507246377
15735,-3835.74811594203
15736,-3778.70752250944
15737,-3514.11426914153
15738,-3300.20028985507
15739,-3273.7550901687
15740,-3380.09605339524
15741,-3190.07064273306
15742,-2530.13953488372
15743,-1929.55197444832
15744,-1911.49130938586
15745,-1722.70055184432
15746,-1391.00726321906
15747,-1043.92089249493
15748,-728.99941911124
15749,-1232.70677128742
15750,-1482.28939745075
15751,-1535.24404416037
15752,-1534.40800928613
15753,-1430.38613286916
15754,-1686.80412071968
15755,-1806.35625181317
15756,-1698.15534262485
15757,-1486.58693759071
15758,-1321.87587006961
15759,-1154.87797791981
15760,-1062.10562971561
15761,-1083.38544083527
15762,-1073.50886370241
15763,-1189.22867092281
15764,-1346.46850507983
15765,-1477.2885341074
15766,-1632.92455020313
15767,-1668.61759581882
15768,-1667.76125471972
15769,-1657.60556844548
15770,-1601.90438825923
15771,-1605.61926871735
15772,-1642.08558166522
15773,-1803.56553327521
15774,-1654.29561937917
15775,-918.315040650406
15776,-815.722254503196
15777,-933.349477958237
15778,-791.216216216216
15779,-1201.51641010746
15780,-1850.46330142153
15781,-1831.24898314933
15782,-1876.38055152395
15783,-1869.71611030479
15784,-1839.99535288992
15785,-1783.03859547301
15786,-1713.96777003484
15787,-1603.96862289367
15788,-1480.89030760302
15789,-1449.34320557491
15790,-1417.79657076431
15791,-1393.07812953819
15792,-1409.67063261753
15793,-1407.67829119442
15794,-1327.65718432511
15795,-686.784365010172
15796,-148.67557362765
15797,-174.534552845528
15798,-177.83294596165
15799,-138.063607319198
15800,-45.3527559055118
15846,-4606.09546247819
15847,-4699.49032634033
15848,-4573.51023553359
15849,-4471.84893802735
15850,-4493.39814007556
15851,-4511.88328479907
15852,-4542.01524585394
15853,-4595.63018319279
15854,-4599.43148094268
15855,-4567.601715615
15856,-4614.94460599011
15857,-4663.71772925764
15858,-4620.69642233857
15859,-4608.90788019773
15860,-4661.96236183828
15861,-4545.38557720267
15862,-4453.93653007847
15863,-4518.82770663562
15864,-4663.402092415
15865,-4763.6147846333
15866,-4750.83353676257
15867,-4700.69089322083
15868,-4668.62645348837
15869,-4599.09962187318
15870,-4580.39235465116
15871,-4590.5437336435
15872,-4653.1568148794
15873,-4631.31323059029
15874,-4620.89316860465
15875,-4637.78136086072
15876,-4594.79386984311
15877,-4556.23163562282
15878,-4552.16151611966
15879,-4486.36146015125
15880,-4455.99174898315
15881,-4517.96175785797
15882,-4572.15425253991
15883,-4514.6310555394
15884,-4383.54770482278
15885,-4331.07894736842
15886,-4390.41293228713
15887,-4462.95328297502
15888,-4460.64017441861
15889,-4452.50984606448
15890,-4496.70183086312
15891,-4526.84652717233
15892,-4508.49023539669
15893,-4508.28677709968
15894,-4552.00973554199
15895,-4555.86521486644
15896,-4509.85164196454
15897,-4503.3762997386
15898,-4500.84284054604
15899,-4441.04035444509
15900,-4387.51165020337
15901,-4376.63464109271
15902,-4337.0636574746
15903,-4258.39061319384
15904,-4212.11431059507
15905,-4220.74408945687
15906,-4251.00357246587
15907,-4377.70005805515
15908,-4491.72244186047
15909,-4537.90763203714
15910,-4548.20642068565
15911,-4560.75652047633
15912,-4544.75500435161
15913,-4531.06469049695
15914,-4526.12378880186
15915,-4447.2661341853
15916,-4362.38248620389
15917,-4371.80684852002
15918,-4309.17492736781
15919,-4300.27507254788
15920,-4297.46848520023
15921,-4271.8806095791
15922,-4209.71187227866
15923,-4049.07780034823
15924,-3851.40159651669
15925,-3816.95338171263
15926,-3919.95674891147
15927,-4107.22047038327
15928,-4230.20069686411
15929,-4248.41699535963
15930,-4313.95965727563
15931,-4355.33728222997
15932,-4304.0344837587
15933,-3897.19532520325
15934,-2954.3242019733
15935,-1654.81142691415
15936,-2620.21901306241
15937,-3900.17205925065
15938,-4291.9541292379
15939,-4301.45592334495
15940,-4274.92751814224
15941,-4315.00130434783
15942,-4432.93170731707
15943,-4365.99396226415
15944,-4276.91783125544
15945,-4357.27294629898
15946,-4448.73044992743
15947,-4399.21774941995
15948,-4303.15581665216
15949,-4329.86417997097
15950,-4439.53171793384
15951,-4506.22914733179
15952,-4514.1267053701
15953,-4471.57109307046
15954,-4488.96434782609
15955,-4490.93957607433
15956,-4441.56888051044
15957,-4366.70536542923
15958,-4378.83926291352
15959,-4414.19498259861
15960,-4361.14809979692
15961,-4219.76185088483
15962,-4089.92078863439
15963,-4197.28577648766
15964,-4371.44196635731
15965,-4287.73569150478
15966,-4330.47531902552
15967,-4448.45471972117
15968,-4359.09687409551
15969,-4425.02108013937
15970,-4393.70194654271
15971,-4316.08596237337
15972,-4430.22229631777
15973,-4433.34044160372
15974,-4387.84309344167
15975,-4343.38116864333
15976,-4342.15744989834
15977,-4531.70014518002
15978,-4344.88673232909
15979,-4203.08982903506
15980,-4320.34370456528
15981,-4343.4467284308
15982,-4321.36160972785
15983,-4306.31224608241
15984,-4290.33323657475
15985,-4300.15511742534
15986,-4362.87811955891
15987,-4335.75413642961
15988,-4305.45826086957
15989,-4302.96057971014
15990,-4269.59930414613
15991,-4279.63101449275
15992,-4313.89072463768
15993,-4260.57093023256
15994,-4318.1009545849
15995,-4281.51043478261
15996,-4311.01512507272
15997,-4315.19396926645
15998,-4353.02858792954
15999,-4272.03199534613
16000,-4095.77197563098
16001,-3930.8568115942
16002,-4027.57935819601
16003,-4343.95233943621
16004,-4266.64321023553
16005,-4198.44126157407
16006,-4075.30040439053
16007,-4196.62580268535
16008,-4244.975166041
16009,-4256.20109953704
16010,-4292.95405641175
16011,-4217.44931745571
16012,-4123.18344907407
16013,-4160.86458333333
16014,-4104.49781149694
16015,-4221.0914071511
16016,-4177.8353587963
16017,-4288.53472222222
16018,-4194.25837742504
16019,-4218.27314814815
16020,-4201.8197337963
16021,-4298.18894675926
16022,-4312.60229276896
16023,-4299.23206018519
16024,-4300.93634259259
16025,-4328.60429358863
16026,-4309.12459689241
16027,-4309.2037037037
16028,-4286.6880787037
16029,-4208.61029842013
16030,-3978.33716585226
16031,-3972.66869212963
16032,-3832.86801736614
16033,-3990.83372434018
16034,-3766.12492803685
16035,-3731.31741898148
16036,-4113.11027058481
16037,-4210.8362369338
16038,-4238.31798436143
16039,-4073.83068017366
16040,-4114.96197387518
16041,-4129.47449723113
16042,-4146.65802362432
16043,-4086.80162648853
16044,-3674.26602843052
16045,-4148.08393842579
16046,-4019.40739670615
16047,-4095.50739773716
16048,-3995.31937172775
16049,-3741.07643312102
16050,-3700.31172214182
16051,-3903.57425167103
16052,-3827.57627610209
16053,-3756.69988412515
16054,-3816.93652173913
16055,-3945.12898550725
16056,-3879.90542500725
16057,-3860.25566531087
16058,-3860.54579710145
16059,-3814.68009272675
16060,-3786.7198838897
16061,-3803.04814385151
16062,-3822.98753623188
16063,-3838.26753623188
16064,-3842.44389534884
16065,-3822.68704723269
16066,-3739.63259988419
16067,-3513.04672083575
16068,-3194.65709312446
16069,-2693.76209794263
16070,-2670.97765525247
16071,-2580.13277164439
16072,-2171.01534008683
16073,-1799.5532038272
16074,-1610.71324811156
16075,-1372.44563641635
16076,-1240.31720741599
16077,-856.507549361208
16078,-410.906612529002
16079,-896.088405797101
16080,-1438.02494199536
16081,-1517.95587808418
16082,-1294.20173913043
16083,-1251.86219901364
16084,-1655.20191470844
16085,-1724.70417633411
16086,-1562.32492022048
16087,-1336.97564511453
16088,-1064.62188044109
16089,-985.256819500871
16090,-814.637576109017
16091,-850.97969837587
16092,-743.943363345919
16093,-857.362423890983
16094,-1233.44173913043
16095,-1481.53745644599
16096,-1639.47098084736
16097,-1678.25101449275
16098,-1693.25551684088
16099,-1700.31921067905
16100,-1637.19338938823
16101,-1643.26066763425
16102,-1746.30836236934
16103,-1664.74463768116
16104,-1184.30458768873
16105,-807.655632984901
16106,-882.136811594203
16107,-658.583333333333
16108,-654.603077816492
16109,-1305.9394378441
16110,-1800.43334301481
16111,-1383.87169811321
16112,-1771.30974477958
16113,-1873.1564586357
16114,-1821.10226612435
16115,-1778.06382361474
16116,-1718.15969802555
16117,-1270.4286128845
16118,-1187.20087082729
16119,-1349.32307692308
16120,-1405.05952380952
16121,-1204.35171213001
16122,-1374.08447024673
16123,-1352.03950043567
16124,-861.031340684852
16125,-141.039756239118
16126,-71.8400116144019
16127,-90.1279744631457
16128,-51.8977635782748
16129,-53.4847058823529
16130,-24.5189873417722
16176,-4598.82489819663
16177,-4631.70843268392
16178,-4531.29563572883
16179,-4500.34248328002
16180,-4542.25135213725
16181,-4531.24190171562
16182,-4535.1718440954
16183,-4573.60674418605
16184,-4571.88268335274
16185,-4581.22254503196
16186,-4615.44448647076
16187,-4646.7328783038
16188,-4612.93530095958
16189,-4611.35536493167
16190,-4686.57800058123
16191,-4661.67056088346
16192,-4637.92369874964
16193,-4725.5662598082
16194,-4759.4155968632
16195,-4744.61366676359
16196,-4682.42547937246
16197,-4632.57396105783
16198,-4657.8141778036
16199,-4631.95347282767
16200,-4694.24841707813
16201,-4609.27409130561
16202,-4678.967606043
16203,-4598.06624055782
16204,-4591.25366066241
16205,-4598.00929152149
16206,-4535.22313953488
16207,-4489.68196055684
16208,-4497.81815008726
16209,-4505.73177597214
16210,-4540.81912790698
16211,-4571.17789076119
16212,-4576.61088534107
16213,-4543.01841952353
16214,-4469.50603773585
16215,-4410.44190642255
16216,-4422.05693557748
16217,-4470.47410636443
16218,-4499.54245063879
16219,-4543.62732288037
16220,-4614.20638977636
16221,-4653.137485482
16222,-4598.89445251234
16223,-4509.30325108853
16224,-4502.8775261324
16225,-4533.48679245283
16226,-4507.52302555168
16227,-4474.25857764877
16228,-4465.7443960511
16229,-4435.11569311247
16230,-4406.50293093442
16231,-4401.19912891986
16232,-4360.13448476052
16233,-4277.74915844457
16234,-4228.49218704618
16235,-4240.01499854946
16236,-4272.97648766328
16237,-4379.55425501017
16238,-4492.9027262181
16239,-4493.64090644974
16240,-4498.78264654672
16241,-4525.85483028721
16242,-4503.77042417199
16243,-4480.20313225058
16244,-4494.37443412652
16245,-4444.78018593841
16246,-4353.85653812699
16247,-4365.13336234407
16248,-4348.73167828107
16249,-4334.2486800116
16250,-4303.46913472706
16251,-4202.13820713664
16252,-4071.80382941688
16253,-3868.52127103889
16254,-3505.77439767779
16255,-3252.71377610209
16256,-3274.03387518142
16257,-3742.32937083213
16258,-4012.3477945444
16259,-4174.34631456762
16260,-4299.37460869565
16261,-4327.22399187699
16262,-4313.88763784098
16263,-4118.49136231884
16264,-3629.87741654572
16265,-3204.97556587348
16266,-3305.61715444799
16267,-4128.34907138712
16268,-4387.05013062409
16269,-4377.82925840093
16270,-4411.94248839907
16271,-4401.00708272859
16272,-4371.95933333333
16273,-4355.29904403244
16274,-4364.89413302353
16275,-4409.86023781903
16276,-4413.14656621269
16277,-4358.84257540603
16278,-4304.80368543239
16279,-4328.79553752536
16280,-4418.74965197216
16281,-4498.83856645386
16282,-4488.80086956522
16283,-4424.3190200058
16284,-4423.9886923746
16285,-4445.72287373004
16286,-4459.58070124602
16287,-4407.54678074246
16288,-4401.89402552204
16289,-4475.62663768116
16290,-4451.58819947811
16291,-4256.27339715695
16292,-4146.33052418187
16293,-4210.72663958212
16294,-4362.59910144928
16295,-4287.1994781096
16296,-4339.37610773241
16297,-4426.49997098085
16298,-4378.29884024355
16299,-4421.26210191083
16300,-4418.23960568281
16301,-4359.56570020296
16302,-4421.71224252974
16303,-4406.85560382276
16304,-4390.50405327157
16305,-4358.46335656214
16306,-4353.73432792584
16307,-4476.47505793743
16308,-4351.12967798085
16309,-4147.32346109175
16310,-4293.47887731481
16311,-4323.06050955414
16312,-4361.97853828306
16313,-4346.11172373767
16314,-4253.39154358529
16315,-4312.64107763615
16316,-4376.82632647144
16317,-4372.52483299448
16318,-4318.83483048392
16319,-4323.55880648899
16320,-4296.78006374964
16321,-4275.84419345497
16322,-4313.73783314021
16323,-4265.97908800465
16324,-4344.78434782609
16325,-4294.16334200636
16326,-4335.32
16327,-4336.69360465116
16328,-4325.43961772372
16329,-3953.57006369427
