"Gridcell_ID","WM_depth_m"
854,-4290.28182356424
855,-4197.65830346475
856,-4069.29976512038
857,-4130.29165429165
858,-4057.13649940263
859,-4024.78791434438
860,-3997.64732142857
861,-4016.05983412322
862,-4003.61986402601
863,-4067.79151838671
864,-4026.56413301663
865,-3932.77145384842
866,-4011.92215926036
867,-3950.32486709982
868,-3920.58081705151
869,-3875.11712247325
870,-3848.79202363368
871,-3906.87174170616
872,-3881.03774145617
873,-3976.22869822485
874,-3921.38946433856
875,-3952.37355469908
876,-3957.31819531018
877,-3970.80651851852
878,-3984.59567535545
879,-3997.51393005335
880,-3970.549437537
881,-3979.97866034381
882,-4012.84964412811
883,-4038.3275147929
884,-4005.17586002372
885,-3946.60427172946
886,-3986.75044352454
887,-4101.18545994065
888,-4023.84446423271
889,-3822.84299231224
890,-3476.1446783279
891,-2882.4725600712
892,-2063.18550295858
893,-1658.59495548961
894,-2464.41946010086
895,-3620.31292517007
896,-3905.94955489614
897,-3444.01542568971
898,-2468.29547471162
899,-2917.53946587537
900,-3594.53305662615
901,-3756.11045306485
902,-3817.90927957308
903,-3750.13815594426
904,-3709.86200769914
905,-3676.8821958457
906,-3667.38933333333
907,-3768.56981915209
908,-3737.70933333333
909,-3571.535724874
910,-3687.94544915505
911,-3739.0257854179
912,-3688.08891523414
913,-3643.07445861762
914,-3602.61173681091
915,-3618.08948148148
916,-3599.75163011263
917,-3607.79988141121
918,-3582.05099318114
919,-3543.64323843416
920,-3479.0732720261
921,-3428.83407407407
922,-3383.58968277498
923,-3291.84332344214
924,-3099.12892708951
925,-2981.46235921755
926,-2868.51231088698
927,-3094.20818505338
928,-2842.97956161137
929,-2197.43920521945
930,-2553.19169139466
931,-2871.8557037037
932,-3130.09344408188
933,-3169.05017814727
934,-3183.9122962963
935,-3078.16449318317
936,-2658.7353115727
937,-2108.3253262159
938,-1597.41274074074
939,-1021.446884273
940,-1559.67903800475
941,-2550.19389267714
942,-2713.24555160142
943,-2322.79922894425
944,-2165.93153526971
945,-2168.64145907473
946,-2373.73894986651
947,-2130.5884272997
948,-1640.2115099377
949,-1710.10086027885
950,-2701.68801897983
951,-2938.40569395018
952,-2539.26913946588
953,-2004.38890536933
954,-2030.65855829131
955,-2713.44899169632
956,-2847.53161175423
957,-2838.21839762611
958,-2801.63245327796
959,-2430.08185053381
960,-1547.31938260611
961,-1186.97624703088
962,-1525.86621180659
963,-1960.03972724578
964,-1969.90234490947
965,-1881.38301662708
966,-1747.99762681697
967,-1455.69029961436
968,-642.165034134758
969,-281.493764845606
970,-104.678836449985
971,-64.5163107947805
972,-51.1535035629454
973,-31.0997624703088
974,-6.06980656013457
992,-4369.03793103448
993,-4299.2201010101
994,-4410.45585443038
995,-4506.69255181347
996,-4649.95601545254
997,-4596.99506232023
998,-4583.17882003396
999,-4630.86264280274
1000,-4530.82174965422
1001,-4639.84343562164
1002,-4593.75861144219
1003,-4486.58238265003
1004,-4770.72307007126
1005,-4867.00011872959
1006,-4985.67040998217
1007,-4911.87575757576
1008,-4979.06866646867
1009,-4874.59979216152
1010,-4902.95696465696
1011,-4684.88788958148
1012,-4719.63024636391
1013,-4749.30890736342
1014,-4788.54745913819
1015,-4736.66139465875
1016,-4717.72963512311
1017,-4644.76230335411
1018,-4674.71149391149
1019,-4599.02842292842
1020,-4811.90400831354
1021,-4724.1175074184
1022,-4635.4382379116
1023,-4620.21458271458
1024,-4654.54056379822
1025,-4720.01982784209
1026,-4688.30192935589
1027,-4642.37023738872
1028,-4663.82282576432
1029,-4726.63056379822
1030,-4676.92867319679
1031,-4565.28756676558
1032,-4146.90243323442
1033,-3762.3862652032
1034,-4380.61572700297
1035,-4645.02370919881
1036,-4629.48242280285
1037,-4652.94621998221
1038,-4745.405873628
1039,-4803.89198813056
1040,-4744.60766716196
1041,-4710.52384341637
1042,-4715.53874221299
1043,-4691.32829181495
1044,-4679.10952804987
1045,-4625.26681494662
1046,-4556.66222946932
1047,-4552.93294746215
1048,-4547.14387058474
1049,-4651.14931791222
1050,-4593.41988737404
1051,-4587.16946587537
1052,-4404.39
1053,-4270.5577995255
1054,-4402.97266528313
1055,-4653.61960260973
1056,-4653.8134678137
1057,-4524.19475555556
1058,-4496.98911302284
1059,-4487.74956986058
1060,-4410.44184943687
1061,-4321.16695342628
1062,-4293.8910465461
1063,-4310.05520617028
1064,-4306.50323058684
1065,-4247.21423487544
1066,-4215.46059887341
1067,-4223.78793359028
1068,-4248.73974510966
1069,-4306.57769869514
1070,-4396.341138115
1071,-4440.05382562278
1072,-4422.92322064057
1073,-4411.3322962963
1074,-4375.0815727003
1075,-4324.55677037037
1076,-4228.90589454976
1077,-4238.28496441281
1078,-4328.82725385528
1079,-4366.08083530806
1080,-4366.91025793063
1081,-4385.65708778173
1082,-4383.60444181226
1083,-4365.82119146414
1084,-4248.89786286732
1085,-4255.97448194198
1086,-4184.32469611622
1087,-4451.57006822901
1088,-4373.26425821735
1089,-4362.02531120332
1090,-4359.55075645209
1091,-4428.19067495559
1092,-4403.5250815298
1093,-4403.27206405694
1094,-4318.85010358094
1095,-4173.33684054535
1096,-4228.89887407407
1097,-4401.69452338662
1098,-4440.99495997628
1099,-4361.21413752223
1100,-4345.08773333333
1101,-4415.92311111111
1102,-4365.61647407407
1103,-4315.019757109
1104,-4379.16630112626
1105,-4039.26297393365
1106,-3324.91434074074
1107,-3405.59194074074
1108,-3385.52539212785
1109,-3793.22733471687
1110,-4186.60891587678
1111,-4319.92754739336
1112,-4358.87178878671
1113,-4320.64173321502
1114,-4310.92744807122
1115,-4210.94500740741
1116,-3917.96073329391
1117,-3511.19596079596
1118,-3780.25405325444
1119,-3868.37906425822
1120,-4109.89913895487
1121,-4155.1466607565
1122,-4060.72035555556
1123,-4054.00804154303
1124,-4162.68864577173
1125,-4252.9875074184
1126,-4248.60683431953
1127,-4271.43172536253
1128,-4311.13536042717
1129,-4320.69399408284
1130,-4309.91950785651
1131,-4320.55905721909
1132,-4326.33556213018
1133,-4442.52329579134
1134,-4399.1934795495
1135,-4267.79917135247
1136,-4113.18403436019
1137,-4351.72200177672
1138,-4320.06298932384
1139,-4327.54930411608
1140,-4224.46990521327
1141,-4219.52227810651
1142,-4286.39148181012
1143,-4298.89560178306
1144,-4261.31087470449
1145,-4259.96621180659
1146,-4315.455242891
1147,-4320.93718251624
1148,-4329.10525690526
1149,-4274.75927789287
1150,-4264.50103611604
1151,-4286.38262548263
1152,-4381.72092407298
1153,-4406.76547192354
1154,-4242.67760447322
1155,-4176.10810329475
1156,-4166.2101659751
1157,-4154.25446244477
1158,-4163.3252688172
1159,-4185.6176730486
1160,-4271.87859046491
1161,-4336.97043010753
1162,-4301.32690177791
1163,-4275.59333930705
1164,-4316.91768910066
1165,-3977.00454009434
1166,-4048.83890214797
1167,-4206.86732329085
1168,-4068.27658303465
1169,-3783.84438470729
1170,-3638.72045855379
1171,-3793.67443249701
1172,-4025.84273956496
1173,-4131.57497013142
1174,-4141.11977299881
1175,-4126.1722516167
1176,-4212.00537634409
1177,-4192.28248587571
1178,-4156.48318221702
1179,-4179.28160237389
1180,-4167.49441504997
1181,-4128.35573476702
1182,-4249.80697050938
1183,-4210.19368051492
1184,-4236.14200477327
1185,-4153.82983751846
1186,-3976.4357376076
1187,-4035.4034983694
1188,-4056.40382916053
1189,-3998.68844668845
1190,-3962.60711111111
1191,-4004.28415138971
1192,-3934.20933690158
1193,-4035.64422793032
1194,-4016.22087162763
1195,-3948.72611653357
1196,-4025.82514792899
1197,-3974.3137254902
1198,-3913.82415630551
1199,-3772.32919254658
1200,-3668.33451851852
1201,-3854.93924125667
1202,-3917.63800770827
1203,-3960.34052616021
1204,-3900.08461538462
1205,-3949.37748737749
1206,-3929.00473512874
1207,-3935.56275902901
1208,-3903.63162570329
1209,-3912.17411904057
1210,-3909.30047365305
1211,-3932.33333333333
1212,-3961.92116182573
1213,-4000.11275525303
1214,-4029.78304682869
1215,-4011.76066350711
1216,-4046.06190758294
1217,-4075.607831504
1218,-4068.54050857481
1219,-3962.25444839858
1220,-3827.53054567023
1221,-3295.54636739516
1222,-2820.93497624703
1223,-2792.4028436019
1224,-2411.34073416223
1225,-3357.24221761044
1226,-3991.13499111901
1227,-3676.32592592593
1228,-3122.50474495848
1229,-2669.32928994083
1230,-3253.37914691943
1231,-3881.81144381856
1232,-3856.49156055671
1233,-3816.14887307236
1234,-3762.66607407407
1235,-3701.15384615385
1236,-3717.24021352313
1237,-3789.41575362748
1238,-3804.37488895469
1239,-3775.27558587956
1240,-3693.74067495559
1241,-3604.14078245406
1242,-3666.48725548311
1243,-3628.27081481481
1244,-3674.13007407407
1245,-3594.52428909953
1246,-3597.99673977475
1247,-3609.53009190631
1248,-3586.35022222222
1249,-3520.1528436019
1250,-3449.59288888889
1251,-3395.43885105123
1252,-3343.91520901275
1253,-3324.87411137441
1254,-3292.25837037037
1255,-3173.64728567191
1256,-2932
1257,-3035.74044444444
1258,-2717.53989913972
1259,-1984.65718518519
1260,-2383.9973357016
1261,-2682.44391691395
1262,-3017.74103703704
1263,-3020.08501184834
1264,-3044.7209371293
1265,-2701.50918790753
1266,-2281.39395734597
1267,-1834.99762540813
1268,-1439.91111111111
1269,-1011.54295023697
1270,-2012.40177777778
1271,-2750.91753188965
1272,-2931.71449747999
1273,-2611.74836988737
1274,-2191.33887240356
1275,-2231.78927089508
1276,-2116.95729537367
1277,-2079.16187370294
1278,-1843.42116182573
1279,-2423.68416370107
1280,-2936.11387900356
1281,-2864.05395790098
1282,-2516.8953143535
1283,-2162.63323442137
1284,-2602.38240521327
1285,-2844.06140611095
1286,-2726.97359833877
1287,-2620.52520759193
1288,-2299.93212803794
1289,-1422.57710557533
1290,-794.322255192878
1291,-1182.35072635636
1292,-1812.06609365738
1293,-1931.71831403977
1294,-1874.90183867141
1295,-1812.04802846131
1296,-1655.33471810089
1297,-1090.13857566766
1298,-411.422301304864
1299,-156.638007708272
1300,-86.8928783382789
1301,-62.3299673299673
1302,-53.3910465461014
1303,-22.2108559498956
1304,-1.01086956521739
1322,-4469.8518982808
1323,-4378.34916913947
1324,-4478.52712418301
1325,-4512.79696969697
1326,-4614.30335411101
1327,-4541.76040986041
1328,-4509.88131313131
1329,-4589.4226543943
1330,-4525.19801068884
1331,-4612.87451737452
1332,-4610.04188186405
1333,-4730.407304038
1334,-4809.38670623145
1335,-4688.71318681319
1336,-4767.22137767221
1337,-4719.25760095012
1338,-4698.7414018414
1339,-4660.10472090261
1340,-4652.44771513353
1341,-4584.16170970614
1342,-4642.84450712589
1343,-4791.51465875371
1344,-4799.49032927915
1345,-4710.86238504895
1346,-4702.0272294887
1347,-4676.15977454761
1348,-4701.01747774481
1349,-4777.74339958469
1350,-4762.99267279739
1351,-4677.52169783318
1352,-4587.92112759644
1353,-4505.76036784337
1354,-4551.9006227758
1355,-4606.37540789083
1356,-4323.28605341246
1357,-4165.27123368921
1358,-4225.91632047478
1359,-4308.66585582913
1360,-4293.62557863501
1361,-4193.80533807829
1362,-4035.08647285672
1363,-4012.50672991402
1364,-4485.98917556346
1365,-4455.60409252669
1366,-4465.46597448828
1367,-4530.6837485172
1368,-4639.96414590747
1369,-4737.83902077151
1370,-4657.29988144635
1371,-4625.713544754
1372,-4692.85774021352
1373,-4722.70635014837
1374,-4691.43195020747
1375,-4617.87574859176
1376,-4548.30815781667
1377,-4585.04367952522
1378,-4573.25906398104
1379,-4550.74555160142
1380,-4456.25924058143
1381,-4470.26216296296
1382,-4395.69324043878
1383,-4307.70166073547
1384,-4200.12756372258
1385,-4483.41618257261
1386,-4490.50661328588
1387,-4437.48677342823
1388,-4510.16663703704
1389,-4558.96361209964
1390,-4466.59208185053
1391,-4360.44119562001
1392,-4382.69024028478
1393,-4457.41220740741
1394,-4493.58767407407
1395,-4482.96419679905
1396,-4477.52608953454
1397,-4458.95241338466
1398,-4402.3681198102
1399,-4346.14088888889
1400,-4349.28133333333
1401,-4377.79549496147
1402,-4356.39620853081
1403,-4316.32296296296
1404,-4367.21324444445
1405,-4411.99961470065
1406,-4334.96331063074
1407,-4310.86892052195
1408,-4370.47196566015
1409,-4373.30382335507
1410,-4364.69273428232
1411,-4387.89795676636
1412,-4391.05687611144
1413,-4411.90784952607
1414,-4321.79142011834
1415,-4310.60474636606
1416,-4337.45950829384
1417,-4420.70965068088
1418,-4325.93709964413
1419,-4214.80405565423
1420,-4298.69457777778
1421,-4428.96564908121
1422,-4388.00967169476
1423,-4421.21967990516
1424,-4412.74084173088
1425,-4379.721669627
1426,-4391.89819259259
1427,-4439.18355555556
1428,-4443.85386437667
1429,-4398.87975133215
1430,-4319.05142180095
1431,-4180.31541654314
1432,-3994.00586319218
1433,-4085.53679692126
1434,-4169.73057777778
1435,-4214.05269390172
1436,-3880.66355555556
1437,-4251.36221498371
1438,-4360.57289691943
1439,-4473.83020710059
1440,-4526.31172638437
1441,-4499.72255483106
1442,-4320.04159265838
1443,-4257.74760213144
1444,-4035.20731851852
1445,-4042.93735224586
1446,-4043.48045738046
1447,-3871.59982253771
1448,-3955.84720331459
1449,-4036.3874592351
1450,-4112.85470136014
1451,-4145.51401481481
1452,-4092.85177619893
1453,-4032.01835405565
1454,-4080.66858498962
1455,-4151.74046635183
1456,-4029.4333432128
1457,-4109.5781592187
1458,-4200.59721646432
1459,-4247.35539739027
1460,-4278.02171985816
1461,-4294.54201008005
1462,-4312.81118343195
1463,-4360.66227420788
1464,-4365.12375592417
1465,-4314.25371191955
1466,-4132.86740674956
1467,-4033.74140278189
1468,-3854.49357798165
1469,-3981.31613285884
1470,-4231.83981042654
1471,-4242.7593851611
1472,-4236.75662222222
1473,-4283.09402366864
1474,-4220.83536549275
1475,-4249.4384
1476,-4283.95187370906
1477,-4302.94653170586
1478,-4270.71810141509
1479,-4235.15106824926
1480,-4217.74516129032
1481,-4229.96098496019
1482,-4285.02547675805
1483,-4247.39743740795
1484,-4142.32797389499
1485,-4148.15364985163
1486,-4177.92545615068
1487,-4148.20221027479
1488,-4128.00146113384
1489,-4129.83860853986
1490,-4221.81878698225
1491,-4304.24949763593
1492,-4288.86818316979
1493,-4263.64181123199
1494,-4298.04259259259
1495,-3694.60091122869
1496,-3507.04683357879
1497,-4140.63107664778
1498,-3740.16014130115
1499,-2567.3252688172
1500,-2589.44121105232
1501,-3048.91577060932
1502,-3613.90358612581
1503,-3991.31391875747
1504,-4045.5495818399
1505,-4000.11140505585
1506,-4161.08303464755
1507,-4190.35626102293
1508,-4178.5821385902
1509,-4186.67755222124
1510,-4176.82430841672
1511,-4102.84169653525
1512,-4173.11081716637
1513,-4175.94922341696
1514,-4204.54991192014
1515,-4111.48873072361
1516,-3972.19403874814
1517,-3927.75673302108
1518,-3879.12365591398
1519,-3924.79186320755
1520,-3891.37470379147
1521,-3874.93349168646
1522,-3889.04031783402
1523,-4019.1127348643
1524,-4031.14273101825
1525,-3972.3995834573
1526,-3994.36758193091
1527,-4000.68663322514
1528,-3900.8955667956
1529,-3815.18230088496
1530,-3745.81885561814
1531,-3645.02754739337
1532,-3851.56547443098
1533,-3949.29117298578
1534,-3873.49216208222
1535,-3906.33916913947
1536,-3917.18372781065
1537,-3874.4089967446
1538,-3847.57768570583
1539,-3881.96505774356
1540,-3885.64507542147
1541,-3944.0805448623
1542,-3983.00059189109
1543,-3980.40882178804
1544,-3928.2410317225
1545,-3939.87647754137
1546,-4046.86803084223
1547,-4057.67889908257
1548,-3998.72697660646
1549,-3975.69919905073
1550,-3956.06144756278
1551,-3577.40995260663
1552,-3221.5054749926
1553,-3488.89313203079
1554,-3519.30287748443
1555,-3759.42325855962
1556,-4053.87537091988
1557,-4009.95085849615
1558,-3758.77616794796
1559,-3218.48664688427
1560,-3176.78461538462
1561,-3761.77109860823
1562,-3925.0242962963
1563,-3864.69603784743
1564,-3828.47390272835
1565,-3758.17982845312
1566,-3763.68572274882
1567,-3772.01125925926
1568,-3789.9849112426
1569,-3753.49688704417
1570,-3474.11068363421
1571,-3259.69804618117
1572,-3552.23539875482
1573,-3592.95648312611
1574,-3735.37311222979
1575,-3640.89511111111
1576,-3621.9431616341
1577,-3553.68453791469
1578,-3165.688
1579,-3352.63437037037
1580,-3408.45102101213
1581,-3319.28956727919
1582,-3223.08439443293
1583,-3222.09653538644
1584,-3251.22228808536
1585,-3180.02989934873
1586,-3025.13925925926
1587,-3025.24310702639
1588,-2623.96420118343
1589,-2238.34202726734
1590,-2330.89745109662
1591,-2435.4797277301
1592,-2777.10373443983
1593,-2852.25837037037
1594,-2797.0651465798
1595,-2474.73109991106
1596,-2207.95641861844
1597,-1789.19460900474
1598,-1117.53335309813
1599,-1212.11022222222
1600,-2507.33264218009
1601,-3056.98280462496
1602,-3034.584
1603,-2615.43368857312
1604,-2213.05748148148
1605,-2274.70924718435
1606,-2361.77866666667
1607,-2410.76977777778
1608,-2374.19833975689
1609,-2840.34725925926
1610,-2950.92237037037
1611,-2861.59780675756
1612,-2631.82133333333
1613,-2509.73540740741
1614,-2797.40011855365
1615,-2814.35458049214
1616,-2604.54949614701
1617,-2481.56918518519
1618,-1702.68327402135
1619,-991.369513641756
1620,-1050.06603494226
1621,-1722.38760379597
1622,-1863.6762611276
1623,-1777.94283175355
1624,-1710.64808775571
1625,-1676.18362503708
1626,-1546.75133372851
1627,-864.243627741553
1628,-291.189501779359
1629,-118.395728270543
1630,-90.7548903378779
1631,-68.8087755707086
1632,-52.7210682492582
1633,-19.7708950800237
1634,-0.00719424460431655
1652,-4372.32949583168
1653,-4408.52035661218
1654,-4514.27114472123
1655,-4608.59640629641
1656,-4597.08162659543
1657,-4512.77836153161
1658,-4466.33845011876
1659,-4468.8634421365
1660,-4502.10604982206
1661,-4589.12821502821
1662,-4700.96272646273
1663,-4682.53601305251
1664,-4599.11032334619
1665,-4546.30186888164
1666,-4608.30753709199
1667,-4616.63844556511
1668,-4498.04653024911
1669,-4611.87794597804
1670,-4597.26551928783
1671,-4543.61047477745
1672,-4704.58597271649
1673,-4695.61652328686
1674,-4583.55601425601
1675,-4660.85724873999
1676,-4708.45374814815
1677,-4683.97020771513
1678,-4697.97548233897
1679,-4781.70450904776
1680,-4780.91069946651
1681,-4677.89338671412
1682,-4652.33365983972
1683,-4680.15741399763
1684,-4667.43966795138
1685,-4625.5874443455
1686,-4114.60142306552
1687,-3899.12422894425
1688,-4067.46036169582
1689,-4290.74546263345
1690,-4363.57383565707
1691,-4254.02853333333
1692,-4248.87583036773
1693,-4317.38097213989
1694,-4433.69851676061
1695,-4461.89549362585
1696,-4488.76717037037
1697,-4389.90338078292
1698,-4513.54555423829
1699,-4538.78034973325
1700,-4343.63734439834
1701,-4416.61890930646
1702,-4532.96473902728
1703,-4660.76297393365
1704,-4671.45931851852
1705,-4575.53512310887
1706,-4489.97523696682
1707,-4512.96972748815
1708,-4529.25861762088
1709,-4519.67659259259
1710,-4511.986230382
1711,-4524.68807829181
1712,-4492.1450503853
1713,-4427.80710689962
1714,-4275.15087459235
1715,-4488.33120924718
1716,-4461.08386141546
1717,-4460.26633076467
1718,-4532.27118292321
1719,-4578.97199526347
1720,-4541.11908713693
1721,-4500.54628148148
1722,-4513.39700829384
1723,-4569.21848888889
1724,-4633.6018957346
1725,-4649.53822919751
1726,-4612.8333037037
1727,-4565.28174814815
1728,-4475.40826666667
1729,-4361.13185185185
1730,-4323.37051851852
1731,-4357.21703199052
1732,-4338.01463270142
1733,-4278.64660539579
1734,-4343.69363717076
1735,-4419.36602545132
1736,-4368.95352906287
1737,-4345.45460195324
1738,-4356.60663507109
1739,-4277.52899881517
1740,-4214.53630177515
1741,-4305.21401896858
1742,-4397.62066923305
1743,-4421.6876035503
1744,-4349.95922301305
1745,-4297.02468185854
1746,-4343.14226895735
1747,-4354.40829383886
1748,-4300.23304733728
1749,-4279.46191464138
1750,-4328.72039668443
1751,-4415.04436557232
1752,-4357.90693538826
1753,-4395.19695446481
1754,-4381.56839608657
1755,-4371.90082864753
1756,-4385.92887177969
1757,-4425.03272135031
1758,-4459.26660751257
1759,-4446.67955555556
1760,-4334.87056213018
1761,-4061.22985781991
1762,-3739.41526627219
1763,-4021.06245188037
1764,-4382.29331360947
1765,-4539.49825185185
1766,-4565.42579881657
1767,-4581.05811889973
1768,-4554.30094842916
1769,-4516.03952113509
1770,-4455.57287281352
1771,-4294.37939089296
1772,-3958.02210713229
1773,-3936.06485045899
1774,-3780.29784087548
1775,-4013.83413333333
1776,-4071.02363206152
1777,-4112.66817777778
1778,-4202.8001183432
1779,-4278.87888823182
1780,-4221.90237318303
1781,-4200.67518442018
1782,-4176.94071767497
1783,-4160.74588757396
1784,-4178.01237785016
1785,-4179.48916839302
1786,-4095.98888888889
1787,-4076.65787133116
1788,-4140.05805022157
1789,-4207.92721612808
1790,-4265.9536823425
1791,-4293.38528715216
1792,-4320.12132701422
1793,-4354.71862803075
1794,-4352.85841965078
1795,-4347.06010056196
1796,-4274.34520426288
1797,-4298.41058858326
1798,-4327.43411242604
1799,-4318.61120970127
1800,-4291.62698695136
1801,-4251.21365651788
1802,-4197.36778205508
1803,-4242.36330085622
1804,-4142.9712332838
1805,-4257.59341988787
1806,-4232.50473092844
1807,-4243.51385756677
1808,-4236.03076923077
1809,-4237.08684679335
1810,-4200.49038348083
1811,-4179.73215558195
1812,-4204.35572609209
1813,-4154.00373001776
1814,-4135.37829434409
1815,-4172.86371158392
1816,-4168.80050430139
1817,-4184.73753691672
1818,-4104.32940652819
1819,-4113.940446796
1820,-4069.3247311828
